Name,Team,Salary
Kobe Bryant,Los Angeles Lakers,"$25,244,493"
Kevin Garnett,Boston Celtics,"$21,247,044"
Tim Duncan,San Antonio Spurs,"$21,164,619"
Rashard Lewis,Washington Wizards,"$21,136,631"
Dirk Nowitzki,Dallas Mavericks,"$19,092,873"
Pau Gasol,Los Angeles Lakers,"$18,714,150"
Carmelo Anthony,New York Knicks,"$18,518,574"
Amar'e Stoudemire,New York Knicks,"$18,217,705"
Elton Brand,Philadelphia 76ers,"$18,160,355"
Dwight Howard,Orlando Magic,"$18,091,770"
Joe Johnson,Atlanta Hawks,"$18,038,573"
Andrei Kirilenko,Philadelphia 76ers,"$17,823,000"
Chris Bosh,Miami Heat,"$17,545,000"
LeBron James,Miami Heat,"$17,545,000"
Chris Paul,LA Clippers,"$16,359,805"
Deron Williams,New Jersey Nets,"$16,359,805"
Dwyane Wade,Miami Heat,"$15,691,000"
Kevin Durant,Oklahoma City Thunder,"$15,506,632"
Paul Pierce,Boston Celtics,"$15,333,334"
Zach Randolph,Memphis Grizzlies,"$15,200,000"
Antawn Jamison,Cleveland Cavaliers,"$15,076,715"
Brandon Roy,Minnesota Timberwolves,"$15,032,144"
Rudy Gay,Memphis Grizzlies,"$15,032,144"
Al Jefferson,Utah Jazz,"$15,000,000"
Andrew Bynum,Los Angeles Lakers,"$14,900,000"
Andre Iguodala,Philadelphia 76ers,"$14,718,250"
Manu Ginobili,San Antonio Spurs,"$14,107,492"
Chris Kaman,New Orleans Hornets,"$14,030,000"
LaMarcus Aldridge,Portland Trail Blazers,"$14,000,000"
Carlos Boozer,Chicago Bulls,"$13,500,000"
Tyson Chandler,New York Knicks,"$13,107,837"
Nene Hilario,Washington Wizards,"$13,000,000"
Marc Gasol,Memphis Grizzlies,"$12,922,194"
Emeka Okafor,New Orleans Hornets,"$12,642,500"
Tony Parker,San Antonio Spurs,"$12,500,000"
Al Horford,Atlanta Hawks,"$12,498,483"
Josh Smith,Atlanta Hawks,"$12,400,000"
Luol Deng,Chicago Bulls,"$12,325,000"
Danny Granger,Indiana Pacers,"$12,015,904"
Joakim Noah,Chicago Bulls,"$12,000,000"
Andrew Bogut,Milwaukee Bucks,"$12,000,000"
Steve Nash,Phoenix Suns,"$11,689,062"
David Lee,Golden State Warriors,"$11,610,000"
Ben Gordon,Detroit Pistons,"$11,600,000"
Kevin Martin,Houston Rockets,"$11,519,840"
Marcus Camby,Houston Rockets,"$11,227,250"
Jason Terry,Dallas Mavericks,"$11,158,000"
Hedo Turkoglu,Orlando Magic,"$11,015,850"
