Name,Team,Salary
Stephen Curry,Golden State Warriors,"$48,070,014"
LeBron James,Los Angeles Lakers,"$44,474,988"
Kevin Durant,Phoenix Suns,"$44,119,845"
Bradley Beal,Washington Wizards,"$43,279,250"
Giannis Antetokounmpo,Milwaukee Bucks,"$42,492,492"
Damian Lillard,Portland Trail Blazers,"$42,492,492"
Kawhi Leonard,LA Clippers,"$42,492,492"
Paul George,LA Clippers,"$42,492,492"
Klay Thompson,Golden State Warriors,"$40,600,080"
Kyrie Irving,Dallas Mavericks,"$38,917,057"
Rudy Gobert,Minnesota Timberwolves,"$38,172,414"
Anthony Davis,Los Angeles Lakers,"$37,980,720"
Khris Middleton,Milwaukee Bucks,"$37,948,276"
Jimmy Butler,Miami Heat,"$37,653,300"
Tobias Harris,Philadelphia 76ers,"$37,633,050"
Zach LaVine,Chicago Bulls,"$37,096,500"
Luka Doncic,Dallas Mavericks,"$37,095,000"
Trae Young,Atlanta Hawks,"$37,095,000"
Ben Simmons,Brooklyn Nets,"$35,448,672"
Pascal Siakam,Toronto Raptors,"$35,448,672"
Myles Turner,Indiana Pacers,"$35,096,500"
Devin Booker,Phoenix Suns,"$33,833,400"
Karl-Anthony Towns,Minnesota Timberwolves,"$33,833,400"
Kristaps Porzingis,Washington Wizards,"$33,833,400"
Jrue Holiday,Milwaukee Bucks,"$33,665,040"
Joel Embiid,Philadelphia 76ers,"$33,616,770"
Andrew Wiggins,Golden State Warriors,"$33,616,770"
CJ McCollum,New Orleans Pelicans,"$33,333,333"
Nikola Jokic,Denver Nuggets,"$33,047,804"
James Harden,Philadelphia 76ers,"$33,000,000"
Brandon Ingram,New Orleans Pelicans,"$31,650,600"
Jamal Murray,Denver Nuggets,"$31,650,000"
D'Angelo Russell,Los Angeles Lakers,"$31,377,750"
Shai Gilgeous-Alexander,Oklahoma City Thunder,"$30,913,750"
Deandre Ayton,Phoenix Suns,"$30,913,750"
Michael Porter Jr.,Denver Nuggets,"$30,913,750"
Donovan Mitchell,Cleveland Cavaliers,"$30,913,750"
Bam Adebayo,Miami Heat,"$30,351,780"
Gordon Hayward,Charlotte Hornets,"$30,075,000"
Jaren Jackson Jr.,Memphis Grizzlies,"$28,946,605"
Jaylen Brown,Boston Celtics,"$28,741,071"
Chris Paul,Phoenix Suns,"$28,400,000"
Kyle Lowry,Miami Heat,"$28,333,334"
De'Aaron Fox,Sacramento Kings,"$28,103,550"
Jayson Tatum,Boston Celtics,"$28,103,500"
Jalen Brunson,New York Knicks,"$27,733,332"
DeMar DeRozan,Chicago Bulls,"$27,300,000"
Al Horford,Boston Celtics,"$26,500,000"
Draymond Green,Golden State Warriors,"$25,806,468"
Julius Randle,New York Knicks,"$23,760,000"
John Collins,Atlanta Hawks,"$23,500,000"
Buddy Hield,Indiana Pacers,"$22,768,890"
Mike Conley,Minnesota Timberwolves,"$22,680,000"
Malcolm Brogdon,Boston Celtics,"$22,600,000"
Anfernee Simons,Portland Trail Blazers,"$22,321,429"
Nikola Vucevic,Chicago Bulls,"$22,000,000"
Terry Rozier,Charlotte Hornets,"$21,486,283"
Fred VanVleet,Toronto Raptors,"$21,250,000"
Jerami Grant,Portland Trail Blazers,"$20,955,000"
Mikal Bridges,Brooklyn Nets,"$20,100,000"
Jarrett Allen,Cleveland Cavaliers,"$20,000,000"
Aaron Gordon,Denver Nuggets,"$19,690,909"
Tim Hardaway Jr.,Dallas Mavericks,"$19,602,273"
Bojan Bogdanovic,Detroit Pistons,"$19,550,000"
Lonzo Ball,Chicago Bulls,"$19,534,884"
Spencer Dinwiddie,Brooklyn Nets,"$19,500,000"
Eric Bledsoe,Portland Trail Blazers,"$19,375,000"
Caris LeVert,Cleveland Cavaliers,"$18,796,296"
Clint Capela,Atlanta Hawks,"$18,706,896"
Joe Harris,Brooklyn Nets,"$18,642,857"
Domantas Sabonis,Sacramento Kings,"$18,500,000"
Harrison Barnes,Sacramento Kings,"$18,352,273"
Evan Fournier,New York Knicks,"$18,000,000"
Bogdan Bogdanovic,Atlanta Hawks,"$18,000,000"
Steven Adams,Memphis Grizzlies,"$17,926,829"
Gary Trent Jr.,Toronto Raptors,"$17,505,000"
Jonathan Isaac,Orlando Magic,"$17,400,000"
OG Anunoby,Toronto Raptors,"$17,357,143"
Marcus Smart,Boston Celtics,"$17,207,141"
Mitchell Robinson,New York Knicks,"$17,045,454"
Duncan Robinson,Miami Heat,"$16,902,000"
Derrick White,Boston Celtics,"$16,892,857"
Norman Powell,LA Clippers,"$16,758,621"
Dejounte Murray,Atlanta Hawks,"$16,571,120"
Collin Sexton,Utah Jazz,"$16,500,000"
Markelle Fultz,Orlando Magic,"$16,500,000"
Lauri Markkanen,Utah Jazz,"$16,475,454"
Marcus Morris Sr.,LA Clippers,"$16,372,093"
Davis Bertans,Dallas Mavericks,"$16,000,000"
Jusuf Nurkic,Portland Trail Blazers,"$15,625,000"
Malik Beasley,Los Angeles Lakers,"$15,558,035"
Luguentz Dort,Oklahoma City Thunder,"$15,277,778"
Jonas Valanciunas,New Orleans Pelicans,"$14,700,000"
Kevin Huerter,Sacramento Kings,"$14,508,929"
Luke Kennard,Memphis Grizzlies,"$14,415,545"
Christian Wood,Dallas Mavericks,"$14,317,460"
Wendell Carter Jr.,Orlando Magic,"$14,150,000"
Kentavious Caldwell-Pope,Denver Nuggets,"$14,004,703"
Brook Lopez,Milwaukee Bucks,"$13,906,976"
Doug McDermott,San Antonio Spurs,"$13,750,000"
Zion Williamson,New Orleans Pelicans,"$13,534,817"
Jordan Clarkson,Utah Jazz,"$13,340,000"
Kyle Kuzma,Washington Wizards,"$13,000,000"
Gary Harris,Orlando Magic,"$13,000,000"
Josh Hart,New York Knicks,"$12,960,000"
Dorian Finney-Smith,Brooklyn Nets,"$12,939,648"
Chris Boucher,Toronto Raptors,"$12,690,000"
Kelly Oubre Jr.,Charlotte Hornets,"$12,600,000"
Marvin Bagley III,Detroit Pistons,"$12,500,000"
Robert Covington,LA Clippers,"$12,307,692"
Kelly Olynyk,Utah Jazz,"$12,195,122"
Josh Richardson,New Orleans Pelicans,"$11,615,328"
Devonte' Graham,San Antonio Spurs,"$11,550,000"
Dillon Brooks,Memphis Grizzlies,"$11,400,000"
Richaun Holmes,Sacramento Kings,"$11,215,260"
Dwight Powell,Dallas Mavericks,"$11,080,125"
Paolo Banchero,Orlando Magic,"$11,055,120"
Robert Williams III,Boston Celtics,"$10,937,502"
RJ Barrett,New York Knicks,"$10,900,635"
Nicolas Batum,LA Clippers,"$10,843,350"
Bobby Portis,Milwaukee Bucks,"$10,843,350"
Anthony Edwards,Minnesota Timberwolves,"$10,733,400"
Cade Cunningham,Detroit Pistons,"$10,552,800"
P.J. Tucker,Philadelphia 76ers,"$10,490,000"
Mo Bamba,Los Angeles Lakers,"$10,300,000"
Talen Horton-Tucker,Utah Jazz,"$10,260,000"
Derrick Favors,Chicago Bulls,"$10,183,800"
Jae Crowder,Milwaukee Bucks,"$10,183,000"
Ivica Zubac,LA Clippers,"$10,123,457"
Alec Burks,Detroit Pistons,"$10,012,800"
Reggie Bullock Jr.,Dallas Mavericks,"$10,012,800"
Chet Holmgren,Oklahoma City Thunder,"$9,891,240"
De'Andre Hunter,Atlanta Hawks,"$9,835,881"
Larry Nance Jr.,New Orleans Pelicans,"$9,672,727"
Ja Morant,Memphis Grizzlies,"$9,603,360"
James Wiseman,Detroit Pistons,"$9,603,360"
Landry Shamet,Phoenix Suns,"$9,500,000"
Malik Monk,Sacramento Kings,"$9,472,219"
Jalen Green,Houston Rockets,"$9,441,840"
Jakob Poeltl,Toronto Raptors,"$9,398,148"
Nerlens Noel,Brooklyn Nets,"$9,240,000"
Dario Saric,Oklahoma City Thunder,"$9,240,000"
Royce O'Neale,Brooklyn Nets,"$9,200,000"
Monte Morris,Washington Wizards,"$9,125,000"
Mason Plumlee,LA Clippers,"$9,080,417"
Alex Caruso,Chicago Bulls,"$9,030,000"
Maxi Kleber,Dallas Mavericks,"$9,000,000"
Darius Garland,Cleveland Cavaliers,"$8,920,795"
Jabari Smith Jr.,Houston Rockets,"$8,882,640"
Kyle Anderson,Minnesota Timberwolves,"$8,780,488"
Victor Oladipo,Miami Heat,"$8,750,000"
Daniel Theis,Indiana Pacers,"$8,694,369"
LaMelo Ball,Charlotte Hornets,"$8,623,920"
Grayson Allen,Milwaukee Bucks,"$8,500,000"
Nic Claxton,Brooklyn Nets,"$8,500,000"
Seth Curry,Brooklyn Nets,"$8,496,500"
Evan Mobley,Cleveland Cavaliers,"$8,478,720"
Gary Payton II,Golden State Warriors,"$8,300,000"
De'Anthony Melton,Philadelphia 76ers,"$8,250,000"
T.J. McConnell,Indiana Pacers,"$8,100,000"
Keegan Murray,Sacramento Kings,"$8,008,440"
Thaddeus Young,Toronto Raptors,"$8,000,000"
Taurean Prince,Minnesota Timberwolves,"$8,000,000"
Kevon Looney,Golden State Warriors,"$8,000,000"
Isaiah Hartenstein,New York Knicks,"$7,804,879"
Delon Wright,Washington Wizards,"$7,804,878"
Patrick Williams,Chicago Bulls,"$7,775,400"
Scottie Barnes,Toronto Raptors,"$7,644,720"
Cedi Osman,Cleveland Cavaliers,"$7,426,088"
Coby White,Chicago Bulls,"$7,413,955"
Aron Baynes,Toronto Raptors,"$7,350,000"
Zach Collins,San Antonio Spurs,"$7,350,000"
Jaden Ivey,Detroit Pistons,"$7,252,200"
Jae'Sean Tate,Houston Rockets,"$7,065,217"
Isaac Okoro,Cleveland Cavaliers,"$7,040,880"
Cody Martin,Charlotte Hornets,"$7,000,000"
Jalen Suggs,Orlando Magic,"$6,922,320"
Jaxson Hayes,New Orleans Pelicans,"$6,803,012"
Khem Birch,Toronto Raptors,"$6,667,500"
Bennedict Mathurin,Indiana Pacers,"$6,586,800"
Bruce Brown,Denver Nuggets,"$6,479,000"
Joe Ingles,Milwaukee Bucks,"$6,479,000"
Lonnie Walker IV,Los Angeles Lakers,"$6,479,000"
Danilo Gallinari,Milwaukee Bucks,"$6,479,000"
Caleb Martin,Miami Heat,"$6,479,000"
Patty Mills,Brooklyn Nets,"$6,479,000"
John Wall,LA Clippers,"$6,479,000"
Onyeka Okongwu,Atlanta Hawks,"$6,395,160"
Jarrett Culver,Atlanta Hawks,"$6,395,160"
Josh Giddey,Oklahoma City Thunder,"$6,287,280"
Rui Hachimura,Los Angeles Lakers,"$6,263,188"
Rudy Gay,Utah Jazz,"$6,184,500"
Shaedon Sharpe,Portland Trail Blazers,"$6,012,960"
Otto Porter Jr.,Toronto Raptors,"$6,000,000"
Cameron Payne,Phoenix Suns,"$6,000,000"
Cam Reddish,Portland Trail Blazers,"$5,954,454"
Cameron Johnson,Brooklyn Nets,"$5,887,899"
Ricky Rubio,Cleveland Cavaliers,"$5,853,659"
Kevin Knox II,Portland Trail Blazers,"$5,845,979"
P.J. Washington,Charlotte Hornets,"$5,808,435"
Jonathan Kuminga,Golden State Warriors,"$5,739,860"
Pat Connaughton,Milwaukee Bucks,"$5,728,393"
Tyler Herro,Miami Heat,"$5,722,116"
Romeo Langford,San Antonio Spurs,"$5,634,257"
Killian Hayes,Detroit Pistons,"$5,572,680"
Dyson Daniels,New Orleans Pelicans,"$5,508,600"
JaVale McGee,Dallas Mavericks,"$5,461,219"
Obi Toppin,New York Knicks,"$5,348,280"
Franz Wagner,Orlando Magic,"$5,258,280"
Kendrick Nunn,Washington Wizards,"$5,250,000"
Hamidou Diallo,Detroit Pistons,"$5,200,000"
Cory Joseph,Detroit Pistons,"$5,155,500"
Torrey Craig,Phoenix Suns,"$5,121,951"
Jeremy Sochan,San Antonio Spurs,"$5,063,520"
David Nwaba,Oklahoma City Thunder,"$5,022,000"
Nickeil Alexander-Walker,Minnesota Timberwolves,"$5,009,633"
Furkan Korkmaz,Philadelphia 76ers,"$5,000,000"
Dante Exum,Dallas Mavericks,"$5,000,000"
Lou Williams,Atlanta Hawks,"$5,000,000"
Deni Avdija,Washington Wizards,"$4,916,160"
Garrett Temple,New Orleans Pelicans,"$4,910,000"
Davion Mitchell,Sacramento Kings,"$4,833,600"
Johnny Davis,Washington Wizards,"$4,810,320"
Ish Smith,Denver Nuggets,"$4,750,000"
Jalen Smith,Indiana Pacers,"$4,670,160"
Ziaire Williams,Memphis Grizzlies,"$4,591,680"
Ousmane Dieng,Oklahoma City Thunder,"$4,569,840"
Maurice Harkless,Houston Rockets,"$4,564,980"
Donte DiVincenzo,Golden State Warriors,"$4,500,000"
Jeff Green,Denver Nuggets,"$4,500,000"
Devin Vassell,San Antonio Spurs,"$4,437,000"
Matisse Thybulle,Portland Trail Blazers,"$4,379,527"
