Name,Team,Salary
Kevin Garnett,Minnesota Timberwolves,"$28,000,000"
Shaquille O'Neal,Los Angeles Lakers,"$26,571,000"
Rasheed Wallace,Detroit Pistons,"$18,000,000"
Dikembe Mutombo,New York Knicks,"$17,895,000"
Allan Houston,New York Knicks,"$15,937,000"
Chris Webber,Sacramento Kings,"$15,937,000"
Damon Stoudamire,Portland Trail Blazers,"$14,625,000"
Antoine Walker,Dallas Mavericks,"$13,500,000"
Antonio McDyess,Phoenix Suns,"$13,500,000"
Shareef Abdur-Rahim,Portland Trail Blazers,"$13,500,000"
Allen Iverson,Philadelphia 76ers,"$13,500,000"
Latrell Sprewell,Minnesota Timberwolves,"$13,500,000"
Vin Baker,New York Knicks,"$13,500,000"
Zydrunas Ilgauskas,Cleveland Cavaliers,"$13,500,000"
Anfernee Hardaway,New York Knicks,"$13,500,000"
Ray Allen,Seattle SuperSonics,"$13,500,000"
Kobe Bryant,Los Angeles Lakers,"$13,500,000"
Stephon Marbury,New York Knicks,"$13,500,000"
Michael Finley,Dallas Mavericks,"$13,281,000"
Keith Van Horn,Milwaukee Bucks,"$13,280,000"
Tracy McGrady,Orlando Magic,"$13,279,000"
Tim Duncan,San Antonio Spurs,"$13,279,000"
Jalen Rose,Toronto Raptors,"$13,279,000"
Eddie Jones,Miami Heat,"$12,320,000"
Brian Grant,Miami Heat,"$12,234,000"
Vlade Divac,Sacramento Kings,"$12,051,000"
Antonio Davis,Chicago Bulls,"$12,000,000"
Vince Carter,Toronto Raptors,"$11,953,000"
Tim Thomas,New York Knicks,"$11,825,000"
Tom Gugliotta,Utah Jazz,"$11,668,000"
Jason Kidd,New Jersey Nets,"$10,950,000"
Nick Van Exel,Golden State Warriors,"$10,912,000"
Glenn Robinson,Philadelphia 76ers,"$10,730,000"
Theo Ratliff,Portland Trail Blazers,"$10,156,000"
Glen Rice,LA Clippers,"$9,600,000"
Kerry Kittles,New Jersey Nets,"$9,267,000"
Greg Ostertag,Utah Jazz,"$8,666,000"
Jamal Mashburn,New Orleans Hornets,"$8,525,000"
Toni Kukoc,Milwaukee Bucks,"$8,050,000"
Maurice Taylor,Houston Rockets,"$7,800,000"
Derek Anderson,Portland Trail Blazers,"$7,794,000"
Wesley Person,Atlanta Hawks,"$7,700,000"
Alan Henderson,Atlanta Hawks,"$7,682,000"
Austin Croshere,Indiana Pacers,"$7,610,000"
Erick Dampier,Golden State Warriors,"$7,482,000"
Kelvin Cato,Houston Rockets,"$7,344,000"
Marcus Camby,Denver Nuggets,"$7,250,000"
Ron Mercer,San Antonio Spurs,"$7,169,000"
Shandon Anderson,New York Knicks,"$6,700,000"
Lorenzen Wright,Memphis Grizzlies,"$6,600,000"
Jerry Stackhouse,Washington Wizards,"$6,500,000"
Elton Brand,LA Clippers,"$6,364,000"
Doug Christie,Sacramento Kings,"$6,250,000"
Peja Stojakovic,Sacramento Kings,"$6,250,000"
Eddie Robinson,Chicago Bulls,"$6,246,000"
Bob Sura,Atlanta Hawks,"$6,166,000"
Charlie Ward,San Antonio Spurs,"$6,030,000"
Bo Outlaw,Memphis Grizzlies,"$5,955,000"
Howard Eisley,Phoenix Suns,"$5,843,000"
Steve Nash,Dallas Mavericks,"$5,750,000"
Steve Francis,Houston Rockets,"$5,720,000"
Vitaly Potapenko,Seattle SuperSonics,"$5,715,000"
Nazr Mohammed,New York Knicks,"$5,700,000"
Eric Williams,Cleveland Cavaliers,"$5,560,000"
Christian Laettner,Washington Wizards,"$5,526,000"
Alvin Williams,Toronto Raptors,"$5,500,000"
Ben Wallace,Detroit Pistons,"$5,500,000"
Ruben Patterson,Portland Trail Blazers,"$5,447,000"
Calvin Booth,Seattle SuperSonics,"$5,446,000"
Joe Smith,Milwaukee Bucks,"$5,445,000"
Clarence Weatherspoon,Houston Rockets,"$5,445,000"
Avery Johnson,Golden State Warriors,"$5,445,000"
Danny Fortson,Dallas Mavericks,"$5,428,000"
Jerome Williams,Chicago Bulls,"$5,400,000"
Brent Barry,Seattle SuperSonics,"$5,400,000"
Jahidi White,Phoenix Suns,"$5,394,000"
Kurt Thomas,New York Knicks,"$5,394,000"
Cuttino Mobley,Houston Rockets,"$5,393,000"
Scot Pollard,Indiana Pacers,"$5,310,000"
Robert Horry,San Antonio Spurs,"$5,300,000"
Shawn Bradley,Dallas Mavericks,"$5,194,000"
Baron Davis,New Orleans Hornets,"$5,173,000"
Kenyon Martin,New Jersey Nets,"$5,128,000"
Brevin Knight,Milwaukee Bucks,"$5,062,000"
Corliss Williamson,Detroit Pistons,"$5,000,000"
Aaron McKie,Philadelphia 76ers,"$5,000,000"
Lamar Odom,Miami Heat,"$4,692,000"
Stromile Swift,Memphis Grizzlies,"$4,614,000"
Mark Jackson,Houston Rockets,"$4,580,000"
Rick Fox,Los Angeles Lakers,"$4,549,000"
Lamond Murray,Toronto Raptors,"$4,500,000"
Eric Snow,Philadelphia 76ers,"$4,500,000"
Michael Stewart,Boston Celtics,"$4,480,000"
Tony Battie,Cleveland Cavaliers,"$4,400,000"
Adonal Foyle,Golden State Warriors,"$4,400,000"
Jonathan Bender,Indiana Pacers,"$4,278,000"
Kwame Brown,Washington Wizards,"$4,252,000"
Zeljko Rebraca,Atlanta Hawks,"$4,200,000"
Darius Miles,Portland Trail Blazers,"$4,130,000"
Anthony Carter,San Antonio Spurs,"$4,063,000"
David Wesley,New Orleans Hornets,"$3,960,000"
Wally Szczerbiak,Minnesota Timberwolves,"$3,912,000"
Chucky Atkins,Boston Celtics,"$3,900,000"
Marc Jackson,Philadelphia 76ers,"$3,900,000"
Marcus Fizer,Chicago Bulls,"$3,726,000"
Andrew DeClercq,Orlando Magic,"$3,625,000"
Lawrence Funderburke,Sacramento Kings,"$3,600,000"
Moochie Norris,New York Knicks,"$3,600,000"
Richard Hamilton,Detroit Pistons,"$3,596,000"
Pau Gasol,Memphis Grizzlies,"$3,417,000"
Mike Miller,Memphis Grizzlies,"$3,380,000"
Andre Miller,Denver Nuggets,"$3,317,000"
Lindsey Hunter,Detroit Pistons,"$3,300,000"
Chris Whitney,Washington Wizards,"$3,259,000"
DerMarr Johnson,New York Knicks,"$3,087,000"
Shawn Marion,Phoenix Suns,"$3,069,000"
Derek Fisher,Los Angeles Lakers,"$3,000,000"
Chris Crawford,Atlanta Hawks,"$3,000,000"
Jason Terry,Atlanta Hawks,"$2,933,000"
Othella Harrington,New York Knicks,"$2,925,000"
Bimbo Coles,Miami Heat,"$2,925,000"
Aaron Williams,New Jersey Nets,"$2,925,000"
Tony Delk,Dallas Mavericks,"$2,925,000"
Bobby Jackson,Sacramento Kings,"$2,925,000"
Horace Grant,Los Angeles Lakers,"$2,903,000"
Hubert Davis,New Jersey Nets,"$2,894,000"
Corey Maggette,LA Clippers,"$2,862,000"
Chris Mihm,Boston Celtics,"$2,823,000"
Michael Curry,Toronto Raptors,"$2,800,000"
George Lynch,New Orleans Hornets,"$2,800,000"
Metta World Peace,Indiana Pacers,"$2,676,000"
John Amaechi,New York Knicks,"$2,610,000"
Jamal Crawford,Chicago Bulls,"$2,577,000"
Shane Battier,Memphis Grizzlies,"$2,533,000"
James Posey,Memphis Grizzlies,"$2,445,000"
Stacey Augmon,New Orleans Hornets,"$2,400,000"
Joel Przybilla,Atlanta Hawks,"$2,373,000"
Quincy Lewis,Minnesota Timberwolves,"$2,350,000"
Dion Glover,Toronto Raptors,"$2,270,000"
Jeff Foster,Indiana Pacers,"$2,264,000"
Keyon Dooling,LA Clippers,"$2,256,000"
Devean George,Los Angeles Lakers,"$2,244,000"
Jerome Moiso,Toronto Raptors,"$2,230,000"
Kenny Thomas,Philadelphia 76ers,"$2,225,000"
Etan Thomas,Washington Wizards,"$2,211,000"
Mateen Cleaves,Cleveland Cavaliers,"$2,134,000"
DeSagana Diop,Cleveland Cavaliers,"$2,118,000"
Jason Collier,Atlanta Hawks,"$2,109,000"
Jumaine Jones,Boston Celtics,"$2,104,000"
Scott Padgett,Houston Rockets,"$2,102,000"
Hedo Turkoglu,San Antonio Spurs,"$1,995,000"
Rodney White,Denver Nuggets,"$1,948,000"
Desmond Mason,Milwaukee Bucks,"$1,898,000"
Joe Johnson,Phoenix Suns,"$1,850,000"
Quentin Richardson,LA Clippers,"$1,805,000"
Kedrick Brown,Cleveland Cavaliers,"$1,757,000"
Jamaal Magloire,New Orleans Hornets,"$1,735,000"
Vladimir Radmanovic,Seattle SuperSonics,"$1,670,000"
