Name,Team,Salary
Kevin Garnett,Minnesota Timberwolves,"$19,600,000"
Shaquille O'Neal,Los Angeles Lakers,"$19,285,000"
Alonzo Mourning,Miami Heat,"$16,879,000"
Juwan Howard,Dallas Mavericks,"$16,875,000"
Hakeem Olajuwon,Houston Rockets,"$16,685,000"
Karl Malone,Utah Jazz,"$15,750,000"
Dikembe Mutombo,Philadelphia 76ers,"$14,422,000"
Patrick Ewing,Seattle SuperSonics,"$14,000,000"
David Robinson,San Antonio Spurs,"$13,196,000"
Scottie Pippen,Portland Trail Blazers,"$13,151,000"
Rasheed Wallace,Portland Trail Blazers,"$12,600,000"
Larry Johnson,New York Knicks,"$12,485,000"
Gary Payton,Seattle SuperSonics,"$12,200,000"
Tim Hardaway,Miami Heat,"$12,000,000"
Chris Webber,Sacramento Kings,"$12,000,000"
Shawn Kemp,Portland Trail Blazers,"$11,720,000"
Damon Stoudamire,Portland Trail Blazers,"$11,250,000"
John Stockton,Utah Jazz,"$11,000,000"
Antonio McDyess,Denver Nuggets,"$10,800,000"
Reggie Miller,Indiana Pacers,"$10,666,000"
Arvydas Sabonis,Portland Trail Blazers,"$10,636,000"
Zydrunas Ilgauskas,Cleveland Cavaliers,"$10,130,000"
Anfernee Hardaway,Phoenix Suns,"$10,130,000"
Stephon Marbury,New Jersey Nets,"$10,130,000"
Antoine Walker,Boston Celtics,"$10,125,000"
Shareef Abdur-Rahim,Vancouver Grizzlies,"$10,125,000"
Allen Iverson,Philadelphia 76ers,"$10,125,000"
Latrell Sprewell,New York Knicks,"$10,125,000"
Vin Baker,Seattle SuperSonics,"$10,125,000"
Ray Allen,Milwaukee Bucks,"$10,125,000"
Kobe Bryant,Los Angeles Lakers,"$10,125,000"
Bryant Reeves,Vancouver Grizzlies,"$10,110,000"
Tracy McGrady,Orlando Magic,"$9,658,000"
Tim Duncan,San Antonio Spurs,"$9,658,000"
Jalen Rose,Indiana Pacers,"$9,658,000"
Grant Hill,Orlando Magic,"$9,658,000"
Vlade Divac,Sacramento Kings,"$9,641,000"
Tom Gugliotta,Phoenix Suns,"$9,336,000"
Allan Houston,New York Knicks,"$9,000,000"
Keith Van Horn,New Jersey Nets,"$9,000,000"
Eddie Jones,Miami Heat,"$8,960,000"
Brian Grant,Miami Heat,"$8,897,000"
Tim Thomas,Milwaukee Bucks,"$8,507,000"
Michael Finley,Dallas Mavericks,"$8,400,000"
Shawn Bradley,Dallas Mavericks,"$8,370,000"
Terrell Brandon,Minnesota Timberwolves,"$8,325,000"
Nick Van Exel,Denver Nuggets,"$8,184,000"
Glenn Robinson,Milwaukee Bucks,"$8,120,000"
Steve Smith,Portland Trail Blazers,"$8,100,000"
Elden Campbell,Charlotte Hornets,"$8,050,000"
Derrick Coleman,Charlotte Hornets,"$8,040,000"
Avery Johnson,San Antonio Spurs,"$8,000,000"
Horace Grant,Los Angeles Lakers,"$7,843,000"
Theo Ratliff,Philadelphia 76ers,"$7,800,000"
Jason Kidd,Phoenix Suns,"$7,630,000"
Glen Rice,New York Knicks,"$7,578,000"
