Name,Team,Salary
Stephen Curry,Golden State Warriors,"$37,457,154"
LeBron James,Los Angeles Lakers,"$35,654,150"
Russell Westbrook,Oklahoma City Thunder,"$35,654,150"
Chris Paul,Houston Rockets,"$35,654,150"
Blake Griffin,Detroit Pistons,"$32,088,932"
Gordon Hayward,Boston Celtics,"$31,214,295"
Kyle Lowry,Toronto Raptors,"$31,200,000"
Paul George,Oklahoma City Thunder,"$30,560,700"
Mike Conley,Memphis Grizzlies,"$30,521,115"
James Harden,Houston Rockets,"$30,421,854"
Kevin Durant,Golden State Warriors,"$30,000,000"
Paul Millsap,Denver Nuggets,"$29,230,769"
Al Horford,Boston Celtics,"$28,928,709"
Damian Lillard,Portland Trail Blazers,"$27,977,689"
DeMar DeRozan,San Antonio Spurs,"$27,739,975"
Otto Porter Jr.,Chicago Bulls,"$26,011,913"
Jrue Holiday,New Orleans Pelicans,"$25,976,111"
CJ McCollum,Portland Trail Blazers,"$25,759,766"
Joel Embiid,Philadelphia 76ers,"$25,467,250"
Andrew Wiggins,Minnesota Timberwolves,"$25,467,250"
Bradley Beal,Washington Wizards,"$25,434,263"
Anthony Davis,New Orleans Pelicans,"$25,434,263"
Andre Drummond,Detroit Pistons,"$25,434,263"
Hassan Whiteside,Miami Heat,"$25,434,262"
Nikola Jokic,Denver Nuggets,"$24,605,181"
Giannis Antetokounmpo,Milwaukee Bucks,"$24,157,303"
Steven Adams,Oklahoma City Thunder,"$24,157,303"
Marc Gasol,Toronto Raptors,"$24,119,025"
Kevin Love,Cleveland Cavaliers,"$24,119,025"
Harrison Barnes,Sacramento Kings,"$24,107,258"
Chandler Parsons,Memphis Grizzlies,"$24,107,258"
Nicolas Batum,Charlotte Hornets,"$24,000,000"
Rudy Gobert,Utah Jazz,"$23,241,573"
Kawhi Leonard,Toronto Raptors,"$23,114,067"
DeAndre Jordan,New York Knicks,"$22,897,200"
LaMarcus Aldridge,San Antonio Spurs,"$22,347,015"
Serge Ibaka,Toronto Raptors,"$21,666,667"
Aaron Gordon,Orlando Magic,"$21,590,909"
Danilo Gallinari,LA Clippers,"$21,587,579"
Victor Oladipo,Indiana Pacers,"$21,000,000"
Jimmy Butler,Philadelphia 76ers,"$20,445,779"
Ryan Anderson,Miami Heat,"$20,421,546"
Kyrie Irving,Boston Celtics,"$20,099,189"
Jabari Parker,Washington Wizards,"$20,000,000"
Zach LaVine,Chicago Bulls,"$19,500,000"
Tyler Johnson,Phoenix Suns,"$19,356,932"
Tim Hardaway Jr.,Dallas Mavericks,"$19,200,127"
John Wall,Washington Wizards,"$19,169,800"
Jeff Teague,Minnesota Timberwolves,"$19,000,000"
George Hill,Milwaukee Bucks,"$19,000,000"
Klay Thompson,Golden State Warriors,"$18,988,725"
Allen Crabbe,Brooklyn Nets,"$18,500,000"
Goran Dragic,Miami Heat,"$18,109,175"
Kent Bazemore,Atlanta Hawks,"$18,089,887"
Evan Turner,Portland Trail Blazers,"$17,868,853"
Draymond Green,Golden State Warriors,"$17,469,565"
Tristan Thompson,Cleveland Cavaliers,"$17,469,565"
Evan Fournier,Orlando Magic,"$17,150,000"
Reggie Jackson,Detroit Pistons,"$17,043,478"
Bismack Biyombo,Charlotte Hornets,"$17,000,000"
Derrick Favors,Utah Jazz,"$16,900,000"
Jonas Valanciunas,Memphis Grizzlies,"$16,539,326"
Gary Harris,Denver Nuggets,"$16,517,857"
Timofey Mozgov,Orlando Magic,"$16,000,000"
Andre Iguodala,Golden State Warriors,"$16,000,000"
Ian Mahinmi,Washington Wizards,"$15,944,154"
Dennis Schroder,Oklahoma City Thunder,"$15,500,000"
DeMarre Carroll,Brooklyn Nets,"$15,400,000"
Gorgui Dieng,Minnesota Timberwolves,"$15,170,787"
