Name,Team,Salary
Kevin Garnett,Minnesota Timberwolves,"$22,400,000"
Shaquille O'Neal,Los Angeles Lakers,"$21,428,000"
Alonzo Mourning,Miami Heat,"$18,756,000"
Juwan Howard,Denver Nuggets,"$18,750,000"
Scottie Pippen,Portland Trail Blazers,"$18,083,000"
Karl Malone,Utah Jazz,"$17,500,000"
Rasheed Wallace,Portland Trail Blazers,"$14,400,000"
Dikembe Mutombo,Philadelphia 76ers,"$14,315,000"
Gary Payton,Seattle SuperSonics,"$12,926,000"
Shawn Kemp,Portland Trail Blazers,"$12,770,000"
Chris Webber,Sacramento Kings,"$12,750,000"
Damon Stoudamire,Portland Trail Blazers,"$12,375,000"
Reggie Miller,Indiana Pacers,"$12,045,000"
Antonio McDyess,Denver Nuggets,"$11,700,000"
Antoine Walker,Boston Celtics,"$11,250,000"
Shareef Abdur-Rahim,Atlanta Hawks,"$11,250,000"
Allen Iverson,Philadelphia 76ers,"$11,250,000"
Latrell Sprewell,New York Knicks,"$11,250,000"
Vin Baker,Seattle SuperSonics,"$11,250,000"
Zydrunas Ilgauskas,Cleveland Cavaliers,"$11,250,000"
Anfernee Hardaway,Phoenix Suns,"$11,250,000"
Ray Allen,Milwaukee Bucks,"$11,250,000"
Kobe Bryant,Los Angeles Lakers,"$11,250,000"
Stephon Marbury,Phoenix Suns,"$11,250,000"
Antonio Davis,Toronto Raptors,"$11,000,000"
Tracy McGrady,Orlando Magic,"$10,865,000"
Tim Duncan,San Antonio Spurs,"$10,865,000"
Jalen Rose,Chicago Bulls,"$10,865,000"
Keith Van Horn,New Jersey Nets,"$10,865,000"
Grant Hill,Orlando Magic,"$10,865,000"
Michael Finley,Dallas Mavericks,"$10,625,000"
Vlade Divac,Sacramento Kings,"$10,444,000"
Tom Gugliotta,Phoenix Suns,"$10,113,000"
Eddie Jones,Miami Heat,"$10,080,000"
Brian Grant,Miami Heat,"$10,009,000"
Allan Houston,New York Knicks,"$10,000,000"
Tim Thomas,Milwaukee Bucks,"$9,675,000"
David Robinson,San Antonio Spurs,"$9,500,000"
Terrell Brandon,Minnesota Timberwolves,"$9,250,000"
Nick Van Exel,Dallas Mavericks,"$9,093,000"
Steve Smith,San Antonio Spurs,"$9,000,000"
Glenn Robinson,Milwaukee Bucks,"$8,990,000"
Glen Rice,Houston Rockets,"$8,800,000"
Derrick Coleman,Philadelphia 76ers,"$8,710,000"
Theo Ratliff,Atlanta Hawks,"$8,593,000"
Jason Kidd,New Jersey Nets,"$8,440,000"
Kenny Anderson,Boston Celtics,"$8,350,000"
Matt Geiger,Philadelphia 76ers,"$8,142,000"
Toni Kukoc,Atlanta Hawks,"$8,050,000"
John Stockton,Utah Jazz,"$8,000,000"
Elden Campbell,Charlotte Hornets,"$7,975,000"
Clifford Robinson,Detroit Pistons,"$7,656,000"
Kerry Kittles,New Jersey Nets,"$7,167,000"
Dale Davis,Portland Trail Blazers,"$7,010,000"
Jamal Mashburn,Charlotte Hornets,"$6,975,000"
Greg Ostertag,Utah Jazz,"$6,933,000"
Tyrone Hill,Cleveland Cavaliers,"$6,600,000"
Bo Outlaw,Phoenix Suns,"$6,555,000"
Charles Oakley,Chicago Bulls,"$6,545,000"
Donyell Marshall,Utah Jazz,"$6,510,000"
Alan Henderson,Atlanta Hawks,"$6,500,000"
Derek Anderson,Portland Trail Blazers,"$6,495,000"
P.J. Brown,Charlotte Hornets,"$6,404,000"
Jermaine O'Neal,Indiana Pacers,"$6,325,000"
Austin Croshere,Indiana Pacers,"$6,310,000"
Wesley Person,Cleveland Cavaliers,"$6,300,000"
Marcus Camby,New York Knicks,"$6,250,000"
Erick Dampier,Golden State Warriors,"$6,235,000"
Ron Mercer,Indiana Pacers,"$6,066,000"
Kelvin Cato,Houston Rockets,"$6,048,000"
Derrick McKey,Philadelphia 76ers,"$6,000,000"
Steve Nash,Dallas Mavericks,"$5,750,000"
Isaac Austin,Memphis Grizzlies,"$5,695,000"
Jerry Stackhouse,Detroit Pistons,"$5,500,000"
Shandon Anderson,New York Knicks,"$5,500,000"
Lorenzen Wright,Memphis Grizzlies,"$5,500,000"
Nick Anderson,Memphis Grizzlies,"$5,401,000"
Mookie Blaylock,Golden State Warriors,"$5,400,000"
Chris Mills,Golden State Warriors,"$5,400,000"
Alvin Williams,Toronto Raptors,"$5,350,000"
Robert Horry,Los Angeles Lakers,"$5,300,000"
Eddie Robinson,Chicago Bulls,"$5,205,000"
Chris Childs,Toronto Raptors,"$5,200,000"
Bryon Russell,Utah Jazz,"$5,142,000"
Charlie Ward,New York Knicks,"$5,110,000"
Tariq Abdul-Wahad,Dallas Mavericks,"$5,062,000"
Hakeem Olajuwon,Toronto Raptors,"$5,061,000"
Jerome Williams,Toronto Raptors,"$5,000,000"
Doug Christie,Sacramento Kings,"$5,000,000"
Walt Williams,Houston Rockets,"$5,000,000"
Peja Stojakovic,Sacramento Kings,"$5,000,000"
Bob Sura,Golden State Warriors,"$4,913,000"
Jason Caffey,Milwaukee Bucks,"$4,812,000"
Howard Eisley,New York Knicks,"$4,781,000"
Vitaly Potapenko,Boston Celtics,"$4,762,000"
Brent Barry,Seattle SuperSonics,"$4,680,000"
Michael Olowokandi,LA Clippers,"$4,662,000"
Scott Williams,Denver Nuggets,"$4,650,000"
Calvin Booth,Seattle SuperSonics,"$4,539,000"
Anthony Mason,Milwaukee Bucks,"$4,538,000"
Joe Smith,Minnesota Timberwolves,"$4,538,000"
Ruben Patterson,Portland Trail Blazers,"$4,538,000"
Clarence Weatherspoon,New York Knicks,"$4,538,000"
