Name,Team,Salary
Stephen Curry,Golden State Warriors,"$45,780,966"
James Harden,Philadelphia 76ers,"$44,310,840"
John Wall,Houston Rockets,"$44,310,840"
Russell Westbrook,Los Angeles Lakers,"$44,211,146"
Kevin Durant,Brooklyn Nets,"$42,018,900"
LeBron James,Los Angeles Lakers,"$41,180,544"
Giannis Antetokounmpo,Milwaukee Bucks,"$39,344,970"
Damian Lillard,Portland Trail Blazers,"$39,344,900"
Kawhi Leonard,LA Clippers,"$39,344,900"
Paul George,LA Clippers,"$39,344,900"
Klay Thompson,Golden State Warriors,"$37,980,720"
Jimmy Butler,Miami Heat,"$36,016,200"
Tobias Harris,Philadelphia 76ers,"$35,995,950"
Khris Middleton,Milwaukee Bucks,"$35,500,000"
Anthony Davis,Los Angeles Lakers,"$35,361,360"
Rudy Gobert,Utah Jazz,"$35,344,828"
Kyrie Irving,Brooklyn Nets,"$35,328,700"
Bradley Beal,Washington Wizards,"$33,724,200"
Ben Simmons,Brooklyn Nets,"$33,003,936"
Pascal Siakam,Toronto Raptors,"$33,003,936"
Jrue Holiday,Milwaukee Bucks,"$32,413,333"
Devin Booker,Phoenix Suns,"$31,650,600"
Karl-Anthony Towns,Minnesota Timberwolves,"$31,650,600"
Kristaps Porzingis,Washington Wizards,"$31,650,600"
Joel Embiid,Philadelphia 76ers,"$31,579,390"
Andrew Wiggins,Golden State Warriors,"$31,579,390"
Nikola Jokic,Denver Nuggets,"$31,579,390"
Kevin Love,Cleveland Cavaliers,"$31,258,256"
CJ McCollum,New Orleans Pelicans,"$30,864,198"
D'Angelo Russell,Minnesota Timberwolves,"$30,013,500"
Chris Paul,Phoenix Suns,"$30,000,000"
Gordon Hayward,Charlotte Hornets,"$29,925,000"
Jamal Murray,Denver Nuggets,"$29,467,800"
Brandon Ingram,New Orleans Pelicans,"$29,467,800"
De'Aaron Fox,Sacramento Kings,"$28,103,550"
Bam Adebayo,Miami Heat,"$28,103,500"
Donovan Mitchell,Utah Jazz,"$28,103,500"
Jayson Tatum,Boston Celtics,"$28,103,500"
Al Horford,Boston Celtics,"$27,000,000"
Kyle Lowry,Miami Heat,"$26,894,128"
Jaylen Brown,Boston Celtics,"$26,758,928"
DeMar DeRozan,Chicago Bulls,"$26,000,000"
Draymond Green,Golden State Warriors,"$24,026,712"
Nikola Vucevic,Chicago Bulls,"$24,000,000"
John Collins,Atlanta Hawks,"$23,000,000"
Buddy Hield,Indiana Pacers,"$22,768,890"
Julius Randle,New York Knicks,"$21,780,000"
Malcolm Brogdon,Indiana Pacers,"$21,700,000"
Tim Hardaway Jr.,Dallas Mavericks,"$21,308,816"
Mike Conley,Utah Jazz,"$21,000,000"
Gary Harris,Orlando Magic,"$20,482,143"
Danilo Gallinari,Atlanta Hawks,"$20,475,000"
Harrison Barnes,Sacramento Kings,"$20,284,091"
Jerami Grant,Detroit Pistons,"$20,002,500"
Jarrett Allen,Cleveland Cavaliers,"$20,000,000"
Domantas Sabonis,Sacramento Kings,"$19,800,000"
Fred VanVleet,Toronto Raptors,"$19,675,926"
Zach LaVine,Chicago Bulls,"$19,500,000"
Bojan Bogdanovic,Utah Jazz,"$18,700,000"
Lonzo Ball,Chicago Bulls,"$18,604,651"
Clint Capela,Atlanta Hawks,"$18,603,448"
Eric Gordon,Houston Rockets,"$18,218,818"
Eric Bledsoe,LA Clippers,"$18,125,000"
Myles Turner,Indiana Pacers,"$18,000,000"
Bogdan Bogdanovic,Atlanta Hawks,"$18,000,000"
Terry Rozier,Charlotte Hornets,"$17,905,263"
Ricky Rubio,Cleveland Cavaliers,"$17,800,000"
Caris LeVert,Cleveland Cavaliers,"$17,500,000"
Jonathan Isaac,Orlando Magic,"$17,400,000"
Joe Harris,Brooklyn Nets,"$17,357,143"
Spencer Dinwiddie,Dallas Mavericks,"$17,142,857"
Steven Adams,Memphis Grizzlies,"$17,073,171"
Evan Fournier,New York Knicks,"$17,000,000"
Markelle Fultz,Orlando Magic,"$16,500,000"
Aaron Gordon,Denver Nuggets,"$16,409,091"
OG Anunoby,Toronto Raptors,"$16,071,429"
Davis Bertans,Dallas Mavericks,"$16,000,000"
Gary Trent Jr.,Toronto Raptors,"$16,000,000"
