Name,Team,Salary
Shaquille O'Neal,Miami Heat,"$20,000,000"
Chris Webber,Philadelphia 76ers,"$19,125,000"
Kevin Garnett,Minnesota Timberwolves,"$18,000,000"
Allen Iverson,Philadelphia 76ers,"$16,453,125"
Stephon Marbury,New York Knicks,"$16,453,125"
Jason Kidd,New Jersey Nets,"$16,440,000"
Jermaine O'Neal,Indiana Pacers,"$16,440,000"
Kobe Bryant,Los Angeles Lakers,"$15,946,875"
Tim Duncan,San Antonio Spurs,"$15,845,157"
Vin Baker,LA Clippers,"$15,750,000"
Anfernee Hardaway,Orlando Magic,"$15,750,000"
Tracy McGrady,Houston Rockets,"$15,694,250"
Jalen Rose,New York Knicks,"$15,694,250"
Keith Van Horn,Dallas Mavericks,"$15,694,250"
Grant Hill,Orlando Magic,"$15,694,250"
Eddie Jones,Memphis Grizzlies,"$14,666,250"
Tim Thomas,Phoenix Suns,"$13,975,000"
Antonio Davis,Toronto Raptors,"$13,865,000"
Paul Pierce,Boston Celtics,"$13,843,156"
Dirk Nowitzki,Dallas Mavericks,"$13,843,156"
Antawn Jamison,Washington Wizards,"$13,843,156"
Vince Carter,New Jersey Nets,"$13,843,156"
Steve Francis,New York Knicks,"$13,700,000"
Baron Davis,Golden State Warriors,"$13,700,000"
Shawn Marion,Phoenix Suns,"$13,700,000"
Ray Allen,Seattle SuperSonics,"$13,223,140"
Elton Brand,LA Clippers,"$13,152,000"
Michael Redd,Milwaukee Bucks,"$12,000,000"
Joe Johnson,Atlanta Hawks,"$12,000,000"
Theo Ratliff,Portland Trail Blazers,"$11,666,666"
Mike Bibby,Sacramento Kings,"$11,500,000"
Lamar Odom,Los Angeles Lakers,"$11,448,596"
Carlos Boozer,Utah Jazz,"$11,260,483"
Pau Gasol,Memphis Grizzlies,"$10,993,000"
Andrei Kirilenko,Utah Jazz,"$10,983,000"
Kenyon Martin,Denver Nuggets,"$10,886,364"
Rasheed Wallace,Detroit Pistons,"$10,860,000"
Zach Randolph,Portland Trail Blazers,"$10,666,667"
Raef LaFrentz,Boston Celtics,"$10,623,288"
Wally Szczerbiak,Boston Celtics,"$10,500,000"
Larry Hughes,Cleveland Cavaliers,"$10,344,900"
Gilbert Arenas,Washington Wizards,"$10,243,200"
Richard Jefferson,New Jersey Nets,"$10,200,000"
Jamal Mashburn,Philadelphia 76ers,"$10,075,000"
Steve Nash,Phoenix Suns,"$9,625,000"
Rashard Lewis,Seattle SuperSonics,"$9,571,429"
Marcus Camby,Denver Nuggets,"$9,400,000"
Maurice Taylor,New York Knicks,"$9,100,000"
Jason Richardson,Golden State Warriors,"$8,888,888"
Brad Miller,Sacramento Kings,"$8,750,000"
Zydrunas Ilgauskas,Cleveland Cavaliers,"$8,743,238"
Kelvin Cato,Detroit Pistons,"$8,640,000"
Samuel Dalembert,Philadelphia 76ers,"$8,477,178"
Tony Parker,San Antonio Spurs,"$8,400,000"
Jerry Stackhouse,Dallas Mavericks,"$8,367,187"
Jamaal Magloire,Milwaukee Bucks,"$8,333,334"
Tyson Chandler,Chicago Bulls,"$8,299,670"
Mehmet Okur,Utah Jazz,"$8,250,000"
Kenny Thomas,Sacramento Kings,"$8,183,769"
Richard Hamilton,Detroit Pistons,"$8,125,000"
Andre Miller,Denver Nuggets,"$8,100,000"
Bobby Simmons,Milwaukee Bucks,"$8,000,000"
Bonzi Wells,Sacramento Kings,"$8,000,000"
P.J. Brown,"NO/Oklahoma City
 Hornets","$8,000,000"
Austin Croshere,Indiana Pacers,"$7,900,000"
Lorenzen Wright,Memphis Grizzlies,"$7,700,000"
Erick Dampier,Dallas Mavericks,"$7,662,500"
Jason Williams,Miami Heat,"$7,562,500"
Peja Stojakovic,Indiana Pacers,"$7,525,000"
Kwame Brown,Los Angeles Lakers,"$7,500,000"
Doug Christie,Dallas Mavericks,"$7,500,000"
Ben Wallace,Detroit Pistons,"$7,500,000"
Manu Ginobili,San Antonio Spurs,"$7,428,937"
Eddy Curry,New York Knicks,"$7,394,663"
Troy Murphy,Golden State Warriors,"$7,365,079"
Adonal Foyle,Golden State Warriors,"$7,312,500"
Darius Miles,Portland Trail Blazers,"$7,250,000"
Cuttino Mobley,LA Clippers,"$7,241,379"
Desmond Mason,"NO/Oklahoma City
 Hornets","$7,233,333"
Jonathan Bender,Indiana Pacers,"$7,175,000"
Kurt Thomas,Phoenix Suns,"$7,085,919"
Corey Maggette,LA Clippers,"$7,000,000"
Malik Rose,New York Knicks,"$6,979,147"
Al Harrington,Atlanta Hawks,"$6,975,500"
Quentin Richardson,New York Knicks,"$6,945,500"
Howard Eisley,Denver Nuggets,"$6,906,000"
Antoine Walker,Miami Heat,"$6,884,000"
Mike Miller,Memphis Grizzlies,"$6,871,431"
Metta World Peace,Sacramento Kings,"$6,842,105"
Rasho Nesterovic,San Antonio Spurs,"$6,720,000"
Jason Terry,Dallas Mavericks,"$6,666,667"
Jamal Crawford,New York Knicks,"$6,480,000"
Joe Smith,Milwaukee Bucks,"$6,353,200"
Ruben Patterson,Denver Nuggets,"$6,353,200"
Alvin Williams,Toronto Raptors,"$6,300,000"
Scot Pollard,Indiana Pacers,"$6,274,935"
Danny Fortson,Seattle SuperSonics,"$6,207,670"
Sam Cassell,LA Clippers,"$6,187,500"
Corliss Williamson,Sacramento Kings,"$6,000,000"
Ricky Davis,Minnesota Timberwolves,"$5,909,800"
Chauncey Billups,Detroit Pistons,"$5,909,800"
Juwan Howard,Houston Rockets,"$5,900,400"
James Posey,Miami Heat,"$5,900,400"
Michael Olowokandi,Boston Celtics,"$5,900,400"
Stephen Jackson,Indiana Pacers,"$5,610,000"
Yao Ming,Houston Rockets,"$5,594,906"
Mark Blount,Minnesota Timberwolves,"$5,515,875"
Nazr Mohammed,San Antonio Spurs,"$5,500,000"
Jason Collins,New Jersey Nets,"$5,500,000"
Eric Snow,Cleveland Cavaliers,"$5,484,375"
Jamaal Tinsley,Indiana Pacers,"$5,400,000"
Derek Fisher,Golden State Warriors,"$5,393,300"
Antonio McDyess,Detroit Pistons,"$5,393,300"
Marquis Daniels,Dallas Mavericks,"$5,393,300"
Hedo Turkoglu,Orlando Magic,"$5,393,300"
Etan Thomas,Washington Wizards,"$5,393,300"
Marko Jaric,Minnesota Timberwolves,"$5,280,528"
Troy Hudson,Minnesota Timberwolves,"$5,253,000"
Tony Battie,Orlando Magic,"$5,200,000"
David Wesley,Houston Rockets,"$5,075,000"
Matt Harpring,Utah Jazz,"$5,020,000"
Devean George,Los Angeles Lakers,"$5,000,600"
Shareef Abdur-Rahim,Sacramento Kings,"$5,000,000"
Earl Watson,Seattle SuperSonics,"$5,000,000"
Gerald Wallace,Charlotte Bobcats,"$5,000,000"
Stromile Swift,Houston Rockets,"$5,000,000"
Antonio Daniels,Washington Wizards,"$5,000,000"
Udonis Haslem,Miami Heat,"$5,000,000"
Jeff Foster,Indiana Pacers,"$5,000,000"
Jerome James,New York Knicks,"$5,000,000"
Brian Skinner,Portland Trail Blazers,"$4,950,000"
Brian Cardinal,Memphis Grizzlies,"$4,950,000"
Shane Battier,Memphis Grizzlies,"$4,903,000"
Donyell Marshall,Cleveland Cavaliers,"$4,799,108"
Dan Gadzuric,Milwaukee Bucks,"$4,750,000"
Brent Barry,San Antonio Spurs,"$4,691,390"
LeBron James,Cleveland Cavaliers,"$4,621,800"
Brevin Knight,Charlotte Bobcats,"$4,600,000"
Morris Peterson,Toronto Raptors,"$4,550,000"
