Name,Team,Salary
Stephen Curry,Golden State Warriors,"$37,457,154"
Blake Griffin,Detroit Pistons,"$32,088,932"
Paul Millsap,Denver Nuggets,"$31,269,231"
Kyle Lowry,Toronto Raptors,"$31,200,000"
Gordon Hayward,Boston Celtics,"$29,727,900"
Mike Conley,Memphis Grizzlies,"$28,530,608"
Russell Westbrook,Oklahoma City Thunder,"$28,530,608"
James Harden,Houston Rockets,"$28,299,399"
DeMar DeRozan,Toronto Raptors,"$27,739,975"
Al Horford,Boston Celtics,"$27,734,406"
Carmelo Anthony,Oklahoma City Thunder,"$26,243,760"
Damian Lillard,Portland Trail Blazers,"$26,153,057"
Otto Porter Jr.,Washington Wizards,"$26,011,913"
Jrue Holiday,New Orleans Pelicans,"$25,686,667"
Bradley Beal,Washington Wizards,"$25,434,263"
Andre Drummond,Detroit Pistons,"$25,434,263"
Hassan Whiteside,Miami Heat,"$25,434,262"
Joel Embiid,Philadelphia 76ers,"$25,250,000"
Chris Paul,Houston Rockets,"$24,599,495"
Giannis Antetokounmpo,Milwaukee Bucks,"$24,157,303"
Kevin Love,Cleveland Cavaliers,"$24,119,025"
Nicolas Batum,Charlotte Hornets,"$24,000,000"
CJ McCollum,Portland Trail Blazers,"$23,962,573"
Dwight Howard,Charlotte Hornets,"$23,819,725"
Anthony Davis,New Orleans Pelicans,"$23,775,506"
Harrison Barnes,Dallas Mavericks,"$23,112,004"
Chandler Parsons,Memphis Grizzlies,"$23,112,004"
Brook Lopez,Los Angeles Lakers,"$22,642,650"
Marc Gasol,Memphis Grizzlies,"$22,642,350"
DeAndre Jordan,LA Clippers,"$22,642,350"
Steven Adams,Oklahoma City Thunder,"$22,471,910"
Rudy Gobert,Utah Jazz,"$21,924,719"
Serge Ibaka,Toronto Raptors,"$21,666,667"
LaMarcus Aldridge,San Antonio Spurs,"$21,461,010"
Victor Oladipo,Indiana Pacers,"$21,000,000"
Danilo Gallinari,LA Clippers,"$20,559,599"
Ryan Anderson,Houston Rockets,"$19,578,455"
Paul George,Oklahoma City Thunder,"$19,508,958"
Jimmy Butler,Minnesota Timberwolves,"$19,301,070"
Tyler Johnson,Miami Heat,"$19,245,370"
John Wall,Washington Wizards,"$19,169,800"
Jeff Teague,Minnesota Timberwolves,"$19,000,000"
George Hill,Cleveland Cavaliers,"$19,000,000"
Kawhi Leonard,San Antonio Spurs,"$18,868,626"
Kyrie Irving,Boston Celtics,"$18,868,626"
Enes Freedom,New York Knicks,"$18,622,514"
Joakim Noah,New York Knicks,"$18,530,000"
Allen Crabbe,Brooklyn Nets,"$18,500,000"
Goran Dragic,Miami Heat,"$18,109,175"
Kent Bazemore,Atlanta Hawks,"$18,089,887"
DeMarcus Cousins,New Orleans Pelicans,"$18,063,850"
Wesley Matthews,Dallas Mavericks,"$17,884,176"
Klay Thompson,Golden State Warriors,"$17,826,150"
Kentavious Caldwell-Pope,Los Angeles Lakers,"$17,745,894"
Draymond Green,Golden State Warriors,"$17,469,565"
Tristan Thompson,Cleveland Cavaliers,"$17,469,565"
Tim Hardaway Jr.,New York Knicks,"$17,325,000"
Luol Deng,Los Angeles Lakers,"$17,190,000"
Evan Turner,Portland Trail Blazers,"$17,131,148"
Reggie Jackson,Detroit Pistons,"$17,043,478"
Bismack Biyombo,Orlando Magic,"$17,000,000"
Evan Fournier,Orlando Magic,"$17,000,000"
Jonas Valanciunas,Toronto Raptors,"$16,539,326"
Pau Gasol,San Antonio Spurs,"$16,000,000"
Tobias Harris,LA Clippers,"$16,000,000"
Timofey Mozgov,Brooklyn Nets,"$16,000,000"
Ian Mahinmi,Washington Wizards,"$15,944,154"
Dennis Schroder,Atlanta Hawks,"$15,500,000"
Tony Parker,San Antonio Spurs,"$15,453,126"
DeMarre Carroll,Brooklyn Nets,"$15,400,000"
Eric Bledsoe,Milwaukee Bucks,"$15,000,000"
Andre Iguodala,Golden State Warriors,"$14,814,815"
JR Smith,Cleveland Cavaliers,"$14,720,000"
James Johnson,Miami Heat,"$14,651,700"
Robin Lopez,Chicago Bulls,"$14,357,750"
Ricky Rubio,Utah Jazz,"$14,275,000"
Joe Ingles,Utah Jazz,"$14,136,364"
Gorgui Dieng,Minnesota Timberwolves,"$14,112,360"
