PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,Name,Salary
977,2010-11,00,1610612747,LAL,32.0,82,82,2779.0,740,1639,0.451,115,356,0.323,483,583,0.828,83,336,419,388,99,12,243,172,2078,Kobe Bryant,"$24,806,250"
1495,2010-11,00,1610612759,SAS,35.0,76,76,2156.0,419,838,0.5,0,4,0.0,184,257,0.716,169,509,678,203,50,146,122,119,1022,Tim Duncan,"$18,835,381"
708,2010-11,00,1610612738,BOS,35.0,71,71,2220.0,434,822,0.528,1,5,0.2,187,217,0.862,83,548,631,171,95,57,115,148,1056,Kevin Garnett,"$18,832,044"
2072,2010-11,00,1610612749,MIL,31.0,10,0,134.0,18,45,0.4,4,17,0.235,4,4,1.0,0,8,8,12,2,1,4,4,44,Michael Redd,"$18,300,000"
2200,2010-11,00,1610612747,LAL,30.0,82,82,3037.0,593,1120,0.529,1,3,0.333,354,430,0.823,268,568,836,273,48,130,142,203,1541,Pau Gasol,"$17,823,000"
1905,2010-11,00,1610612762,UTA,30.0,64,62,1999.0,253,542,0.467,36,98,0.367,208,270,0.77,100,227,327,192,81,74,117,113,750,Andrei Kirilenko,"$17,823,000"
2397,2010-11,00,1610612745,HOU,30.0,5,5,91.0,18,37,0.486,0,0,0.0,15,16,0.938,7,20,27,4,0,8,7,13,51,Yao Ming,"$17,686,100"
2216,2010-11,00,1610612763,MEM,29.0,75,74,2724.0,598,1188,0.503,8,43,0.186,300,396,0.758,326,588,914,163,63,25,151,175,1504,Zach Randolph,"$17,666,666"
1717,2010-11,00,1610612742,DAL,33.0,73,73,2504.0,610,1179,0.517,66,168,0.393,395,443,0.892,50,463,513,190,38,47,137,172,1681,Dirk Nowitzki,"$17,278,618"
2730,2010-11,00,1610612753,ORL,25.0,78,78,2935.0,619,1044,0.593,0,7,0.0,546,916,0.596,309,789,1098,107,107,186,279,258,1784,Dwight Howard,"$16,647,180"
2030,2010-11,00,1610612743,DEN,33.0,48,48,1233.0,185,362,0.511,2,9,0.222,42,72,0.583,67,230,297,109,43,35,59,136,414,Kenyon Martin,"$16,545,454"
2405,2010-11,00,1610612752,NYK,28.0,78,78,2870.0,744,1482,0.502,10,23,0.435,473,597,0.792,198,438,636,202,71,150,250,274,1971,Amar'e Stoudemire,"$16,486,611"
2207,2010-11,00,1610612737,ATL,30.0,72,72,2554.0,514,1161,0.443,89,300,0.297,195,243,0.802,59,232,291,338,47,7,146,131,1312,Joe Johnson,"$16,324,500"
1882,2010-11,00,1610612755,PHI,32.0,81,81,2809.0,502,981,0.512,0,1,0.0,213,273,0.78,237,439,676,120,92,106,101,244,1217,Elton Brand,"$15,959,099"
101108,2010-11,00,1610612740,NOH,26.0,80,80,2880.0,430,928,0.463,71,183,0.388,337,384,0.878,38,289,327,782,188,5,177,196,1268,Chris Paul,"$14,940,153"
2547,2010-11,00,1610612748,MIA,27.0,77,77,2795.0,524,1056,0.496,6,25,0.24,384,471,0.815,141,500,641,144,59,49,138,172,1438,Chris Bosh,"$14,500,000"
2544,2010-11,00,1610612748,MIA,26.0,79,79,3063.0,758,1485,0.51,92,279,0.33,503,663,0.759,80,510,590,554,124,50,284,163,2111,LeBron James,"$14,500,000"
2430,2010-11,00,1610612741,CHI,29.0,59,59,1882.0,431,845,0.51,0,0,0.0,171,244,0.701,130,435,565,145,45,18,149,186,1033,Carlos Boozer,"$14,400,000"
2548,2010-11,00,1610612748,MIA,29.0,76,76,2823.0,692,1384,0.5,63,206,0.306,494,652,0.758,123,362,485,346,111,87,237,197,1941,Dwyane Wade,"$14,200,000"
1718,2010-11,00,1610612738,BOS,33.0,80,80,2774.0,507,1021,0.497,111,297,0.374,386,449,0.86,34,396,430,260,80,51,171,231,1511,Paul Pierce,"$13,876,321"
101115,2010-11,00,1610612747,LAL,23.0,54,47,1500.0,237,413,0.574,0,0,0.0,138,209,0.66,170,338,508,73,19,106,74,140,612,Andrew Bynum,"$13,700,000"
200750,2010-11,00,1610612757,POR,26.0,47,23,1310.0,209,523,0.4,38,114,0.333,117,138,0.848,28,93,121,129,37,12,55,76,573,Brandon Roy,"$13,603,750"
200752,2010-11,00,1610612763,MEM,24.0,54,54,2152.0,409,869,0.471,57,144,0.396,194,241,0.805,82,254,336,153,91,58,135,131,1069,Rudy Gay,"$13,603,750"
2225,2010-11,00,1610612759,SAS,29.0,78,78,2528.0,555,1069,0.519,25,70,0.357,233,303,0.769,30,208,238,513,90,3,200,135,1368,Tony Parker,"$13,500,000"
2223,2010-11,00,1610612758,SAC,31.0,80,46,1938.0,268,567,0.473,0,2,0.0,108,148,0.73,212,445,657,67,36,116,132,225,644,Samuel Dalembert,"$13,428,129"
1712,2010-11,00,1610612739,CLE,35.0,56,38,1842.0,374,876,0.427,91,263,0.346,171,234,0.731,86,289,375,93,50,30,77,137,1010,Antawn Jamison,"$13,358,905"
2555,2010-11,00,1610612760,OKC,30.0,71,2,1524.0,137,242,0.566,0,0,0.0,55,73,0.753,119,197,316,69,42,31,55,210,329,Nick Collison,"$13,270,000"
2744,2010-11,00,1610612762,UTA,26.0,82,82,2940.0,654,1319,0.496,0,0,0.0,220,289,0.761,235,559,794,149,46,153,105,238,1528,Al Jefferson,"$13,000,000"
2199,2010-11,00,1610612742,DAL,28.0,74,74,2059.0,266,407,0.654,0,0,0.0,216,295,0.732,206,486,692,32,36,80,88,240,748,Tyson Chandler,"$12,600,000"
1888,2010-11,00,1610612765,DET,33.0,55,39,1498.0,288,671,0.429,55,144,0.382,146,172,0.849,24,102,126,171,39,4,88,95,777,Richard Hamilton,"$12,500,000"
2738,2010-11,00,1610612755,PHI,27.0,67,67,2469.0,338,759,0.445,61,181,0.337,208,300,0.693,61,326,387,422,101,38,138,109,945,Andre Iguodala,"$12,345,250"
