PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,Name,Salary
708,2007-08,00,1610612738,BOS,32.0,71,71,2328.0,534,990,0.539,0,11,0.0,269,336,0.801,135,520,655,244,100,89,138,163,1337,Kevin Garnett,"$23,751,934"
979,2007-08,00,1610612754,IND,29.0,42,34,1206.0,225,512,0.439,0,5,0.0,121,163,0.742,82,201,283,93,20,87,106,129,571,Jermaine O'Neal,"$19,728,000"
977,2007-08,00,1610612747,LAL,29.0,82,82,3192.0,775,1690,0.459,150,415,0.361,623,742,0.84,94,423,517,441,151,40,257,227,2323,Kobe Bryant,"$19,490,625"
1495,2007-08,00,1610612759,SAS,32.0,78,78,2651.0,585,1178,0.497,0,4,0.0,338,463,0.73,237,644,881,218,56,152,178,185,1508,Tim Duncan,"$19,014,188"
947,2007-08,00,1610612743,DEN,33.0,82,82,3424.0,712,1556,0.458,95,275,0.345,645,797,0.809,47,196,243,586,160,12,245,109,2164,Allen Iverson,"$19,012,500"
950,2007-08,00,1610612752,NYK,31.0,24,19,805.0,111,265,0.419,28,74,0.378,83,116,0.716,17,42,59,113,21,2,48,57,333,Stephon Marbury,"$19,012,500"
1503,2007-08,00,1610612745,HOU,29.0,66,62,2440.0,548,1307,0.419,86,295,0.292,245,358,0.684,42,297,339,387,68,30,160,91,1427,Tracy McGrady,"$18,257,750"
1884,2007-08,00,1610612744,GSW,29.0,82,82,3196.0,650,1526,0.426,173,525,0.33,318,424,0.75,96,289,385,623,191,43,232,247,1791,Baron Davis,"$16,440,000"
1718,2007-08,00,1610612738,BOS,30.0,80,80,2874.0,509,1098,0.464,143,365,0.392,409,485,0.843,53,358,411,363,101,36,221,200,1570,Paul Pierce,"$16,360,094"
1717,2007-08,00,1610612742,DAL,30.0,77,77,2769.0,630,1314,0.479,79,220,0.359,478,544,0.879,95,564,659,266,51,71,160,198,1817,Dirk Nowitzki,"$16,360,094"
