PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,Name,Salary
406,2005-06,00,1610612748,MIA,34.0,59,58,1806.0,480,800,0.6,0,0,0.0,221,471,0.469,172,369,541,113,23,104,168,230,1181,Shaquille O'Neal,"$20,000,000"
185,2005-06,00,1610612755,PHI,33.0,75,75,2893.0,617,1422,0.434,21,77,0.273,263,348,0.756,184,557,741,256,103,62,182,219,1518,Chris Webber,"$19,125,000"
708,2005-06,00,1610612750,MIN,30.0,76,76,2957.0,626,1191,0.526,8,30,0.267,396,489,0.81,214,752,966,308,104,107,180,206,1656,Kevin Garnett,"$18,000,000"
947,2005-06,00,1610612755,PHI,31.0,72,72,3103.0,815,1822,0.447,72,223,0.323,675,829,0.814,44,188,232,532,140,10,248,121,2377,Allen Iverson,"$16,453,125"
950,2005-06,00,1610612752,NYK,29.0,60,60,2193.0,349,774,0.451,33,104,0.317,246,326,0.755,25,150,175,382,63,4,157,143,977,Stephon Marbury,"$16,453,125"
467,2005-06,00,1610612751,NJN,33.0,80,80,2975.0,366,905,0.404,139,395,0.352,194,244,0.795,86,494,580,672,150,29,192,157,1065,Jason Kidd,"$16,440,000"
979,2005-06,00,1610612754,IND,27.0,51,47,1802.0,380,805,0.472,3,10,0.3,261,368,0.709,102,374,476,133,27,117,151,177,1024,Jermaine O'Neal,"$16,440,000"
977,2005-06,00,1610612747,LAL,27.0,80,80,3277.0,978,2173,0.45,180,518,0.347,696,819,0.85,71,354,425,360,147,30,250,233,2832,Kobe Bryant,"$15,946,875"
1495,2005-06,00,1610612759,SAS,30.0,80,80,2784.0,574,1185,0.484,2,5,0.4,335,533,0.629,231,650,881,253,70,162,198,219,1485,Tim Duncan,"$15,845,157"
452,2005-06,00,1610612746,LAC,34.0,8,1,85.0,7,15,0.467,0,0,0.0,13,18,0.722,2,17,19,4,4,4,9,13,27,Vin Baker,"$15,750,000"
358,2005-06,00,1610612752,NYK,34.0,4,0,72.0,4,14,0.286,0,1,0.0,2,2,1.0,0,10,10,8,2,0,6,7,10,Anfernee Hardaway,"$15,750,000"
1503,2005-06,00,1610612745,HOU,27.0,47,47,1745.0,410,1011,0.406,73,234,0.312,254,340,0.747,46,261,307,225,59,41,120,88,1147,Tracy McGrady,"$15,694,250"
1496,2005-06,00,1610612742,DAL,30.0,53,0,1090.0,164,387,0.424,50,136,0.368,94,113,0.832,54,138,192,37,31,11,71,121,472,Keith Van Horn,"$15,694,250"
255,2005-06,00,1610612753,ORL,33.0,21,17,613.0,119,243,0.49,2,8,0.25,78,102,0.765,15,65,80,48,24,6,35,50,318,Grant Hill,"$15,694,250"
224,2005-06,00,1610612763,MEM,34.0,75,75,2437.0,292,722,0.404,133,374,0.356,168,215,0.781,35,244,279,177,131,27,93,201,885,Eddie Jones,"$14,666,250"
1718,2005-06,00,1610612738,BOS,28.0,79,79,3084.0,689,1462,0.471,111,314,0.354,627,812,0.772,77,453,530,375,107,34,273,223,2116,Paul Pierce,"$13,843,156"
1717,2005-06,00,1610612742,DAL,28.0,81,81,3089.0,751,1564,0.48,110,271,0.406,539,598,0.901,115,613,728,226,58,83,156,164,2151,Dirk Nowitzki,"$13,843,156"
1712,2005-06,00,1610612764,WAS,30.0,82,80,3288.0,660,1494,0.442,147,373,0.394,217,297,0.731,167,598,765,158,90,12,137,189,1684,Antawn Jamison,"$13,843,156"
1713,2005-06,00,1610612751,NJN,29.0,79,79,2906.0,653,1518,0.43,125,367,0.341,480,601,0.799,135,327,462,338,94,53,213,235,1911,Vince Carter,"$13,843,156"
1884,2005-06,00,1610612744,GSW,27.0,54,48,1971.0,335,861,0.389,102,324,0.315,195,289,0.675,45,191,236,480,89,14,159,165,967,Baron Davis,"$13,700,000"
1890,2005-06,00,1610612756,PHX,28.0,81,81,3263.0,716,1365,0.525,96,290,0.331,241,298,0.809,249,710,959,143,160,137,125,223,1769,Shawn Marion,"$13,700,000"
951,2005-06,00,1610612760,SEA,30.0,78,78,3022.0,681,1500,0.454,269,653,0.412,324,359,0.903,71,261,332,286,105,16,188,151,1955,Ray Allen,"$13,223,140"
1882,2005-06,00,1610612746,LAC,27.0,79,79,3099.0,756,1435,0.527,1,3,0.333,440,568,0.775,236,554,790,208,81,201,173,227,1953,Elton Brand,"$13,152,000"
2072,2005-06,00,1610612749,MIL,26.0,80,80,3130.0,682,1516,0.45,163,413,0.395,501,571,0.877,78,264,342,229,95,5,170,157,2028,Michael Redd,"$12,000,000"
2207,2005-06,00,1610612737,ATL,25.0,82,82,3340.0,632,1395,0.453,128,360,0.356,261,330,0.791,98,237,335,536,103,31,267,187,1653,Joe Johnson,"$12,000,000"
689,2005-06,00,1610612757,POR,33.0,55,19,1301.0,108,189,0.571,0,0,0.0,54,83,0.651,89,190,279,28,18,88,47,143,270,Theo Ratliff,"$11,666,666"
1710,2005-06,00,1610612758,SAC,28.0,82,82,3167.0,597,1382,0.432,192,497,0.386,342,403,0.849,29,211,240,444,82,10,199,169,1728,Mike Bibby,"$11,500,000"
1885,2005-06,00,1610612747,LAL,26.0,80,80,3221.0,445,925,0.481,80,215,0.372,216,313,0.69,181,557,738,443,75,64,213,256,1186,Lamar Odom,"$11,448,596"
2430,2005-06,00,1610612762,UTA,24.0,33,19,1025.0,219,399,0.549,0,0,0.0,99,137,0.723,73,212,285,88,30,8,69,105,537,Carlos Boozer,"$11,260,483"
2200,2005-06,00,1610612763,MEM,25.0,80,80,3135.0,600,1194,0.503,3,12,0.25,425,617,0.689,191,522,713,371,46,153,235,184,1628,Pau Gasol,"$10,993,000"
1905,2005-06,00,1610612762,UTA,25.0,69,63,2604.0,336,730,0.46,36,117,0.308,346,495,0.699,161,391,552,299,102,220,203,162,1054,Andrei Kirilenko,"$10,983,000"
2030,2005-06,00,1610612743,DEN,28.0,56,49,1546.0,297,600,0.495,5,22,0.227,121,170,0.712,93,260,353,79,43,52,72,171,720,Kenyon Martin,"$10,886,364"
739,2005-06,00,1610612765,DET,31.0,80,80,2780.0,459,1067,0.43,155,434,0.357,136,183,0.743,90,457,547,182,82,130,85,232,1209,Rasheed Wallace,"$10,860,000"
2216,2005-06,00,1610612757,POR,24.0,74,71,2545.0,536,1229,0.436,16,55,0.291,245,343,0.714,193,399,592,144,57,14,165,185,1333,Zach Randolph,"$10,666,667"
1711,2005-06,00,1610612738,BOS,30.0,82,63,2033.0,238,552,0.431,112,286,0.392,51,75,0.68,80,326,406,115,29,72,65,273,639,Raef LaFrentz,"$10,623,288"
1716,2005-06,00,1610612739,CLE,27.0,36,31,1281.0,192,469,0.409,28,76,0.368,146,193,0.756,26,135,161,131,53,21,99,117,558,Larry Hughes,"$10,344,900"
2240,2005-06,00,1610612764,WAS,24.0,80,80,3384.0,746,1668,0.447,199,540,0.369,655,799,0.82,59,221,280,484,161,25,297,286,2346,Gilbert Arenas,"$10,243,200"
2210,2005-06,00,1610612751,NJN,26.0,78,78,3059.0,495,1005,0.493,60,188,0.319,471,580,0.812,95,439,534,297,59,17,174,193,1521,Richard Jefferson,"$10,200,000"
959,2005-06,00,1610612756,PHX,32.0,79,79,2796.0,541,1056,0.512,150,342,0.439,257,279,0.921,47,286,333,826,61,12,276,120,1489,Steve Nash,"$9,625,000"
1740,2005-06,00,1610612760,SEA,26.0,78,77,2876.0,538,1151,0.467,142,370,0.384,350,428,0.818,111,279,390,182,102,50,141,191,1568,Rashard Lewis,"$9,571,429"
948,2005-06,00,1610612743,DEN,32.0,56,54,1857.0,302,649,0.465,1,11,0.091,111,156,0.712,132,536,668,115,79,184,92,158,716,Marcus Camby,"$9,400,000"
1508,2005-06,00,1610612752,NYK,29.0,67,13,1210.0,182,389,0.468,0,1,0.0,58,83,0.699,65,164,229,53,21,14,103,177,422,Maurice Taylor,"$9,100,000"
2202,2005-06,00,1610612744,GSW,25.0,75,75,2877.0,641,1438,0.446,183,477,0.384,276,410,0.673,105,333,438,232,97,37,167,206,1741,Jason Richardson,"$8,888,888"
1802,2005-06,00,1610612758,SAC,30.0,79,79,2923.0,434,877,0.495,34,88,0.386,280,338,0.828,122,493,615,374,61,62,180,234,1182,Brad Miller,"$8,750,000"
980,2005-06,00,1610612739,CLE,31.0,78,78,2283.0,450,889,0.506,0,5,0.0,317,380,0.834,245,346,591,91,38,136,155,280,1217,Zydrunas Ilgauskas,"$8,743,238"
2223,2005-06,00,1610612755,PHI,26.0,66,52,1761.0,196,369,0.531,0,1,0.0,93,132,0.705,159,382,541,25,34,160,107,244,485,Samuel Dalembert,"$8,477,178"
2225,2005-06,00,1610612759,SAS,24.0,80,80,2715.0,623,1136,0.548,11,36,0.306,253,358,0.707,38,223,261,460,83,4,249,161,1510,Tony Parker,"$8,400,000"
711,2005-06,00,1610612742,DAL,31.0,55,11,1525.0,242,603,0.401,36,130,0.277,195,221,0.882,32,121,153,160,37,10,121,96,715,Jerry Stackhouse,"$8,367,187"
2048,2005-06,00,1610612749,MIL,28.0,82,82,2465.0,287,615,0.467,0,0,0.0,178,333,0.535,220,558,778,56,29,80,166,276,752,Jamaal Magloire,"$8,333,334"
2199,2005-06,00,1610612741,CHI,23.0,79,50,2121.0,160,283,0.565,0,1,0.0,97,193,0.503,265,449,714,81,41,104,123,298,417,Tyson Chandler,"$8,299,670"
2246,2005-06,00,1610612762,UTA,27.0,82,82,2945.0,519,1128,0.46,80,234,0.342,354,454,0.78,211,535,746,194,40,73,163,285,1472,Mehmet Okur,"$8,250,000"
1903,2005-06,00,1610612758,SAC,28.0,82,55,2293.0,305,604,0.505,0,1,0.0,138,204,0.676,199,419,618,168,72,39,135,196,748,Kenny Thomas,"$8,183,769"
1888,2005-06,00,1610612765,DET,28.0,80,80,2825.0,649,1322,0.491,55,120,0.458,256,303,0.845,84,172,256,275,52,16,173,207,1609,Richard Hamilton,"$8,125,000"
1889,2005-06,00,1610612743,DEN,30.0,82,82,2937.0,404,872,0.463,5,27,0.185,313,424,0.738,92,259,351,674,106,18,256,213,1126,Andre Miller,"$8,100,000"
2250,2005-06,00,1610612749,MIL,26.0,75,74,2538.0,366,808,0.453,105,250,0.42,165,200,0.825,91,242,333,172,86,21,123,254,1002,Bobby Simmons,"$8,000,000"
1719,2005-06,00,1610612758,SAC,29.0,52,41,1684.0,284,613,0.463,10,45,0.222,129,190,0.679,142,259,401,144,94,25,126,156,707,Bonzi Wells,"$8,000,000"
136,2005-06,00,1610612740,NOK,36.0,75,73,2380.0,269,583,0.461,0,0,0.0,139,168,0.827,182,365,547,90,46,50,90,216,677,P.J. Brown,"$8,000,000"
1506,2005-06,00,1610612754,IND,31.0,50,26,1148.0,132,285,0.463,54,140,0.386,90,102,0.882,62,203,265,62,22,7,48,105,408,Austin Croshere,"$7,900,000"
953,2005-06,00,1610612763,MEM,30.0,78,58,1689.0,194,406,0.478,0,2,0.0,66,117,0.564,142,253,395,48,52,46,67,201,454,Lorenzen Wright,"$7,700,000"
956,2005-06,00,1610612742,DAL,30.0,82,36,1934.0,171,347,0.493,0,0,0.0,127,215,0.591,273,367,640,51,27,106,115,263,469,Erick Dampier,"$7,662,500"
1715,2005-06,00,1610612748,MIA,30.0,59,56,1874.0,268,606,0.442,107,288,0.372,85,98,0.867,6,133,139,287,53,5,100,101,728,Jason Williams,"$7,562,500"
2198,2005-06,00,1610612747,LAL,24.0,72,49,1978.0,204,388,0.526,0,1,0.0,128,235,0.545,182,291,473,72,27,46,100,196,536,Kwame Brown,"$7,500,000"
57,2005-06,00,1610612742,DAL,36.0,7,7,185.0,9,26,0.346,0,1,0.0,8,12,0.667,2,11,13,14,9,1,6,10,26,Doug Christie,"$7,500,000"
1112,2005-06,00,1610612765,DET,31.0,82,82,2890.0,237,465,0.51,0,4,0.0,123,296,0.416,301,622,923,158,146,181,88,164,597,Ben Wallace,"$7,500,000"
1938,2005-06,00,1610612759,SAS,28.0,65,56,1813.0,309,669,0.462,83,217,0.382,280,360,0.778,42,188,230,235,101,26,121,156,981,Manu Ginobili,"$7,428,937"
2201,2005-06,00,1610612752,NYK,23.0,72,69,1866.0,336,597,0.563,0,0,0.0,307,486,0.632,145,287,432,19,28,56,179,239,979,Eddy Curry,"$7,394,663"
2211,2005-06,00,1610612744,GSW,26.0,74,74,2516.0,363,838,0.433,58,181,0.32,251,319,0.787,195,548,743,101,47,26,108,191,1035,Troy Murphy,"$7,365,079"
1502,2005-06,00,1610612744,GSW,31.0,77,72,1824.0,152,300,0.507,0,0,0.0,41,67,0.612,143,281,424,33,44,125,80,215,345,Adonal Foyle,"$7,312,500"
2032,2005-06,00,1610612757,POR,24.0,40,23,1286.0,235,510,0.461,2,10,0.2,87,163,0.534,24,158,182,73,42,39,99,100,559,Darius Miles,"$7,250,000"
1749,2005-06,00,1610612746,LAC,30.0,79,74,2979.0,429,1008,0.426,83,245,0.339,229,273,0.839,50,291,341,238,93,36,145,208,1170,Cuttino Mobley,"$7,241,379"
2046,2005-06,00,1610612740,NOK,28.0,70,55,2102.0,275,690,0.399,1,6,0.167,206,302,0.682,64,234,298,66,42,17,113,136,757,Desmond Mason,"$7,233,333"
1886,2005-06,00,1610612754,IND,25.0,2,0,21.0,4,5,0.8,0,0,0.0,2,2,1.0,0,4,4,2,0,1,0,2,10,Jonathan Bender,"$7,175,000"
703,2005-06,00,1610612756,PHX,33.0,53,50,1411.0,190,391,0.486,0,0,0.0,75,92,0.815,102,313,415,57,23,54,57,193,455,Kurt Thomas,"$7,085,919"
1894,2005-06,00,1610612746,LAC,26.0,32,13,943.0,167,375,0.445,24,71,0.338,212,256,0.828,28,141,169,66,19,4,78,95,570,Corey Maggette,"$7,000,000"
990,2005-06,00,1610612752,NYK,31.0,72,35,1119.0,105,281,0.374,1,1,1.0,107,137,0.781,84,175,259,67,43,14,80,145,318,Malik Rose,"$6,979,147"
1733,2005-06,00,1610612737,ATL,26.0,76,76,2782.0,551,1220,0.452,66,191,0.346,243,350,0.694,132,391,523,238,85,14,195,301,1411,Al Harrington,"$6,975,500"
2047,2005-06,00,1610612752,NYK,26.0,55,43,1442.0,163,459,0.355,64,188,0.34,61,91,0.67,65,165,230,88,39,6,56,134,451,Quentin Richardson,"$6,945,500"
952,2005-06,00,1610612748,MIA,29.0,82,19,2199.0,391,898,0.435,137,383,0.358,81,129,0.628,103,318,421,166,47,30,150,187,1000,Antoine Walker,"$6,884,000"
2034,2005-06,00,1610612763,MEM,26.0,74,9,2268.0,354,760,0.466,138,339,0.407,168,210,0.8,42,355,397,200,52,27,140,173,1014,Mike Miller,"$6,871,431"
1725,2005-06,00,1610612759,SAS,30.0,80,51,1515.0,172,334,0.515,0,2,0.0,18,30,0.6,114,195,309,33,21,88,53,209,362,Rasho Nesterovic,"$6,720,000"
1891,2005-06,00,1610612742,DAL,28.0,80,80,2798.0,516,1099,0.47,171,416,0.411,168,210,0.8,31,127,158,306,100,27,135,196,1371,Jason Terry,"$6,666,667"
2037,2005-06,00,1610612752,NYK,26.0,79,27,2555.0,366,879,0.416,101,293,0.345,295,357,0.826,36,212,248,301,87,15,175,150,1128,Jamal Crawford,"$6,480,000"
693,2005-06,00,1610612749,MIL,30.0,44,5,887.0,145,305,0.475,0,2,0.0,89,115,0.774,83,147,230,31,24,13,40,120,379,Joe Smith,"$6,353,200"
1541,2005-06,00,1610612761,TOR,31.0,1,0,10.0,0,3,0.0,0,2,0.0,1,2,0.5,0,3,3,0,0,0,0,0,1,Alvin Williams,"$6,300,000"
1513,2005-06,00,1610612754,IND,31.0,45,32,771.0,70,154,0.455,0,0,0.0,29,38,0.763,73,145,218,24,37,20,26,115,169,Scot Pollard,"$6,274,935"
1504,2005-06,00,1610612760,SEA,30.0,23,1,276.0,27,51,0.529,0,0,0.0,33,43,0.767,31,47,78,2,4,2,26,76,87,Danny Fortson,"$6,207,670"
208,2005-06,00,1610612746,LAC,36.0,78,75,2653.0,493,1112,0.443,70,190,0.368,289,335,0.863,40,247,287,491,74,11,175,225,1345,Sam Cassell,"$6,187,500"
722,2005-06,00,1610612758,SAC,32.0,37,0,362.0,43,103,0.417,2,2,1.0,38,49,0.776,21,46,67,14,7,4,30,56,126,Corliss Williamson,"$6,000,000"
1497,2005-06,00,1610612765,DET,29.0,81,81,2925.0,423,1012,0.418,184,425,0.433,465,520,0.894,41,211,252,699,71,8,170,160,1495,Chauncey Billups,"$5,909,800"
436,2005-06,00,1610612745,HOU,33.0,80,80,2537.0,394,859,0.459,0,4,0.0,154,191,0.806,168,367,535,112,49,8,133,235,942,Juwan Howard,"$5,900,400"
1899,2005-06,00,1610612748,MIA,29.0,67,63,1914.0,159,395,0.403,117,290,0.403,48,61,0.787,33,286,319,89,54,20,58,196,483,James Posey,"$5,900,400"
1536,2005-06,00,1610612754,IND,28.0,81,81,2910.0,472,1148,0.411,117,339,0.345,268,341,0.786,48,264,312,225,104,43,203,195,1329,Stephen Jackson,"$5,610,000"
2397,2005-06,00,1610612745,HOU,25.0,57,57,1949.0,467,900,0.519,0,1,0.0,337,395,0.853,148,433,581,85,30,94,147,195,1271,Yao Ming,"$5,594,906"
1737,2005-06,00,1610612759,SAS,28.0,80,30,1389.0,190,377,0.504,0,0,0.0,113,144,0.785,163,255,418,40,21,49,91,220,493,Nazr Mohammed,"$5,500,000"
2215,2005-06,00,1610612751,NJN,27.0,71,70,1895.0,104,262,0.397,3,12,0.25,44,86,0.512,93,249,342,70,46,40,61,251,255,Jason Collins,"$5,500,000"
727,2005-06,00,1610612739,CLE,33.0,82,82,2351.0,163,399,0.409,1,10,0.1,64,93,0.688,38,160,198,346,76,19,116,218,391,Eric Snow,"$5,484,375"
2224,2005-06,00,1610612754,IND,28.0,42,27,1122.0,158,386,0.409,16,70,0.229,58,91,0.637,35,98,133,211,49,6,109,96,390,Jamaal Tinsley,"$5,400,000"
965,2005-06,00,1610612744,GSW,31.0,82,36,2589.0,364,887,0.41,117,295,0.397,244,293,0.833,36,175,211,352,125,8,156,237,1089,Derek Fisher,"$5,393,300"
686,2005-06,00,1610612765,DET,31.0,82,0,1733.0,285,560,0.509,0,2,0.0,68,122,0.557,156,280,436,90,46,48,76,220,638,Antonio McDyess,"$5,393,300"
2605,2005-06,00,1610612742,DAL,25.0,62,29,1766.0,246,512,0.48,4,19,0.211,138,183,0.754,81,143,224,172,67,13,100,143,634,Marquis Daniels,"$5,393,300"
2045,2005-06,00,1610612753,ORL,27.0,78,59,2615.0,398,877,0.454,114,283,0.403,255,296,0.861,70,263,333,216,70,21,130,234,1165,Hedo Turkoglu,"$5,393,300"
2041,2005-06,00,1610612764,WAS,28.0,71,9,1121.0,131,246,0.533,0,0,0.0,75,125,0.6,99,180,279,14,20,68,51,148,337,Etan Thomas,"$5,393,300"
2060,2005-06,00,1610612750,MIN,27.0,75,49,2102.0,226,566,0.399,40,133,0.301,95,138,0.688,60,173,233,293,108,21,127,189,587,Marko Jaric,"$5,280,528"
1607,2005-06,00,1610612750,MIN,30.0,36,0,800.0,127,333,0.381,40,101,0.396,48,52,0.923,8,36,44,106,12,4,40,55,342,Troy Hudson,"$5,253,000"
