PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,Name,Salary
708,2000-01,00,1610612750,MIN,25.0,81,81,3203.0,704,1475,0.477,19,66,0.288,357,467,0.764,219,702,921,401,111,145,230,204,1784,Kevin Garnett,"$19,600,000"
406,2000-01,00,1610612747,LAL,29.0,74,74,2924.0,813,1422,0.572,0,2,0.0,499,972,0.513,291,649,940,277,47,204,218,256,2125,Shaquille O'Neal,"$19,285,000"
297,2000-01,00,1610612748,MIA,31.0,13,3,306.0,73,141,0.518,0,1,0.0,31,55,0.564,35,66,101,12,4,31,28,24,177,Alonzo Mourning,"$16,879,000"
165,2000-01,00,1610612745,HOU,38.0,58,55,1543.0,283,568,0.498,0,1,0.0,123,198,0.621,124,307,431,72,70,88,81,141,689,Hakeem Olajuwon,"$16,685,000"
252,2000-01,00,1610612762,UTA,37.0,81,81,2895.0,670,1345,0.498,2,5,0.4,536,676,0.793,114,555,669,361,93,62,244,216,1878,Karl Malone,"$15,750,000"
121,2000-01,00,1610612760,SEA,38.0,79,79,2107.0,294,684,0.43,0,2,0.0,172,251,0.685,124,461,585,92,53,91,151,229,760,Patrick Ewing,"$14,000,000"
764,2000-01,00,1610612759,SAS,35.0,80,80,2371.0,400,823,0.486,0,1,0.0,351,470,0.747,208,483,691,116,80,197,122,212,1151,David Robinson,"$13,196,000"
937,2000-01,00,1610612757,POR,35.0,64,60,2133.0,269,596,0.451,64,186,0.344,119,161,0.739,70,263,333,294,94,35,154,158,721,Scottie Pippen,"$13,151,000"
739,2000-01,00,1610612757,POR,26.0,77,75,2940.0,590,1178,0.501,52,162,0.321,245,320,0.766,147,455,602,212,90,135,158,206,1477,Rasheed Wallace,"$12,600,000"
913,2000-01,00,1610612752,NYK,32.0,65,65,2108.0,246,598,0.411,51,163,0.313,102,128,0.797,90,273,363,127,39,29,97,209,645,Larry Johnson,"$12,485,000"
56,2000-01,00,1610612760,SEA,32.0,79,79,3244.0,725,1591,0.456,102,272,0.375,271,354,0.766,73,288,361,642,127,26,209,184,1823,Gary Payton,"$12,200,000"
896,2000-01,00,1610612748,MIA,34.0,77,77,2614.0,408,1042,0.392,189,517,0.366,145,181,0.801,26,178,204,483,90,6,189,155,1150,Tim Hardaway,"$12,000,000"
185,2000-01,00,1610612758,SAC,28.0,70,70,2835.0,786,1635,0.481,2,28,0.071,324,461,0.703,179,598,777,294,93,118,195,226,1898,Chris Webber,"$12,000,000"
431,2000-01,00,1610612757,POR,31.0,68,3,1084.0,168,413,0.407,4,11,0.364,101,131,0.771,63,196,259,65,45,23,99,184,441,Shawn Kemp,"$11,720,000"
757,2000-01,00,1610612757,POR,27.0,82,82,2653.0,406,935,0.434,82,219,0.374,172,207,0.831,69,234,303,468,106,8,191,202,1066,Damon Stoudamire,"$11,250,000"
304,2000-01,00,1610612762,UTA,39.0,82,82,2395.0,328,651,0.504,61,132,0.462,227,278,0.817,54,173,227,713,132,21,203,194,944,John Stockton,"$11,000,000"
686,2000-01,00,1610612743,DEN,26.0,70,70,2557.0,577,1165,0.495,0,0,0.0,304,434,0.7,240,605,845,146,43,102,162,220,1458,Antonio McDyess,"$10,800,000"
397,2000-01,00,1610612754,IND,35.0,81,81,3181.0,517,1176,0.44,170,464,0.366,323,348,0.928,38,247,285,260,81,15,133,162,1527,Reggie Miller,"$10,666,000"
717,2000-01,00,1610612757,POR,36.0,61,42,1299.0,247,516,0.479,1,15,0.067,121,156,0.776,51,280,331,91,40,62,85,137,616,Arvydas Sabonis,"$10,636,000"
980,2000-01,00,1610612739,CLE,26.0,24,24,616.0,114,234,0.487,0,2,0.0,53,78,0.679,65,95,160,18,15,37,60,78,281,Zydrunas Ilgauskas,"$10,130,000"
358,2000-01,00,1610612756,PHX,29.0,4,4,110.0,15,36,0.417,2,8,0.25,7,11,0.636,5,13,18,15,6,1,3,6,39,Anfernee Hardaway,"$10,130,000"
950,2000-01,00,1610612751,NJN,24.0,67,67,2557.0,563,1277,0.441,110,335,0.328,362,458,0.79,53,152,205,506,79,5,197,150,1598,Stephon Marbury,"$10,130,000"
952,2000-01,00,1610612738,BOS,24.0,81,81,3393.0,711,1720,0.413,221,603,0.367,249,348,0.716,151,568,719,445,138,49,301,251,1892,Antoine Walker,"$10,125,000"
949,2000-01,00,1610612763,VAN,24.0,81,81,3241.0,604,1280,0.472,12,64,0.188,443,531,0.834,175,560,735,250,90,77,231,238,1663,Shareef Abdur-Rahim,"$10,125,000"
947,2000-01,00,1610612755,PHI,26.0,71,71,2976.0,762,1813,0.42,98,306,0.32,585,719,0.814,50,223,273,325,178,20,237,147,2207,Allen Iverson,"$10,125,000"
84,2000-01,00,1610612752,NYK,30.0,77,77,3013.0,524,1219,0.43,41,135,0.304,275,351,0.783,49,298,347,269,106,28,218,159,1364,Latrell Sprewell,"$10,125,000"
452,2000-01,00,1610612760,SEA,29.0,76,27,2129.0,347,822,0.422,1,16,0.063,232,321,0.723,179,251,430,90,38,73,158,264,927,Vin Baker,"$10,125,000"
951,2000-01,00,1610612749,MIL,25.0,82,82,3129.0,628,1309,0.48,202,467,0.433,348,392,0.888,101,327,428,374,124,20,204,192,1806,Ray Allen,"$10,125,000"
977,2000-01,00,1610612747,LAL,22.0,68,68,2791.0,701,1510,0.464,61,200,0.305,475,557,0.853,104,295,399,338,114,43,220,222,1938,Kobe Bryant,"$10,125,000"
735,2000-01,00,1610612763,VAN,28.0,75,48,1829.0,254,552,0.46,1,4,0.25,113,142,0.796,132,320,452,80,43,54,90,243,622,Bryant Reeves,"$10,110,000"
1503,2000-01,00,1610612753,ORL,22.0,77,77,3087.0,788,1724,0.457,59,166,0.355,430,587,0.733,192,388,580,352,116,118,198,160,2065,Tracy McGrady,"$9,658,000"
1495,2000-01,00,1610612759,SAS,25.0,82,82,3174.0,702,1406,0.499,7,27,0.259,409,662,0.618,259,738,997,245,70,192,242,247,1820,Tim Duncan,"$9,658,000"
147,2000-01,00,1610612754,IND,28.0,72,72,2943.0,567,1242,0.457,59,174,0.339,285,344,0.828,37,322,359,435,65,43,211,230,1478,Jalen Rose,"$9,658,000"
255,2000-01,00,1610612753,ORL,28.0,4,4,132.0,19,43,0.442,1,1,1.0,16,26,0.615,8,17,25,25,5,2,11,9,55,Grant Hill,"$9,658,000"
124,2000-01,00,1610612758,SAC,33.0,81,81,2420.0,364,755,0.482,4,14,0.286,242,350,0.691,207,466,673,231,87,93,192,242,974,Vlade Divac,"$9,641,000"
339,2000-01,00,1610612756,PHX,31.0,57,2,1161.0,149,380,0.392,3,12,0.25,61,77,0.792,76,179,255,55,47,21,51,110,362,Tom Gugliotta,"$9,336,000"
275,2000-01,00,1610612752,NYK,30.0,78,78,2858.0,542,1208,0.449,96,252,0.381,279,307,0.909,20,263,283,173,52,10,161,190,1459,Allan Houston,"$9,000,000"
1496,2000-01,00,1610612751,NJN,25.0,49,47,1731.0,308,708,0.435,65,170,0.382,150,186,0.806,78,269,347,82,40,20,103,150,831,Keith Van Horn,"$9,000,000"
224,2000-01,00,1610612748,MIA,29.0,63,58,2277.0,388,871,0.445,90,238,0.378,228,270,0.844,75,217,292,171,110,58,135,183,1094,Eddie Jones,"$8,960,000"
258,2000-01,00,1610612748,MIA,29.0,82,79,2771.0,484,1010,0.479,0,1,0.0,282,354,0.797,217,501,718,101,60,71,170,293,1250,Brian Grant,"$8,897,000"
1501,2000-01,00,1610612749,MIL,24.0,76,16,2084.0,326,758,0.43,107,260,0.412,195,253,0.771,79,234,313,138,78,45,114,194,954,Tim Thomas,"$8,507,000"
714,2000-01,00,1610612742,DAL,28.0,82,82,3443.0,711,1552,0.458,91,263,0.346,252,325,0.775,109,316,425,360,118,32,190,174,1765,Michael Finley,"$8,400,000"
762,2000-01,00,1610612742,DAL,29.0,82,35,2003.0,219,447,0.49,1,6,0.167,140,178,0.787,160,448,608,38,36,228,88,256,579,Shawn Bradley,"$8,370,000"
210,2000-01,00,1610612750,MIN,31.0,78,78,2822.0,511,1134,0.451,33,91,0.363,195,224,0.871,60,238,298,583,161,21,155,138,1250,Terrell Brandon,"$8,325,000"
