PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,Name,Salary
406,1999-00,00,1610612747,LAL,28.0,79,79,3163.0,956,1665,0.574,0,1,0.0,432,824,0.524,336,742,1078,299,36,239,223,255,2344,Shaquille O'Neal,"$17,142,000"
708,1999-00,00,1610612750,MIN,24.0,81,81,3243.0,759,1526,0.497,30,81,0.37,309,404,0.765,223,733,956,401,120,126,268,205,1857,Kevin Garnett,"$16,806,000"
297,1999-00,00,1610612748,MIA,30.0,79,78,2748.0,652,1184,0.551,0,4,0.0,414,582,0.711,215,538,753,123,40,294,217,308,1718,Alonzo Mourning,"$15,004,000"
436,1999-00,00,1610612764,WAS,27.0,82,82,2909.0,509,1108,0.459,0,7,0.0,202,275,0.735,132,338,470,247,67,21,225,299,1220,Juwan Howard,"$15,000,000"
937,1999-00,00,1610612757,POR,34.0,82,82,2749.0,388,860,0.451,86,263,0.327,160,223,0.717,114,399,513,406,117,41,208,208,1022,Scottie Pippen,"$14,795,000"
252,1999-00,00,1610612762,UTA,36.0,82,82,2947.0,752,1476,0.509,2,8,0.25,589,739,0.797,169,610,779,304,79,71,231,229,2095,Karl Malone,"$14,000,000"
913,1999-00,00,1610612752,NYK,31.0,70,68,2281.0,282,652,0.433,58,174,0.333,128,167,0.766,87,293,380,175,42,7,94,205,750,Larry Johnson,"$11,910,000"
56,1999-00,00,1610612760,SEA,31.0,82,82,3425.0,747,1666,0.448,177,520,0.34,311,423,0.735,100,429,529,732,153,18,224,178,1982,Gary Payton,"$11,020,000"
739,1999-00,00,1610612757,POR,25.0,81,77,2845.0,542,1045,0.519,8,50,0.16,233,331,0.704,129,437,566,142,87,107,157,216,1325,Rasheed Wallace,"$10,800,000"
431,1999-00,00,1610612739,CLE,30.0,82,82,2492.0,484,1160,0.417,2,6,0.333,493,635,0.776,231,494,725,138,100,96,291,371,1463,Shawn Kemp,"$10,780,000"
757,1999-00,00,1610612757,POR,26.0,78,78,2372.0,386,894,0.432,80,212,0.377,122,145,0.841,61,182,243,405,77,1,149,173,974,Damon Stoudamire,"$10,125,000"
686,1999-00,00,1610612743,DEN,25.0,81,81,2698.0,614,1211,0.507,0,2,0.0,323,516,0.626,234,451,685,159,69,139,230,316,1551,Antonio McDyess,"$9,900,000"
952,1999-00,00,1610612738,BOS,23.0,82,82,3003.0,648,1506,0.43,73,285,0.256,311,445,0.699,199,453,652,305,117,32,259,263,1680,Antoine Walker,"$9,000,000"
949,1999-00,00,1610612763,VAN,23.0,82,82,3223.0,594,1277,0.465,29,96,0.302,446,551,0.809,218,607,825,271,89,87,249,244,1663,Shareef Abdur-Rahim,"$9,000,000"
947,1999-00,00,1610612755,PHI,25.0,70,70,2853.0,729,1733,0.421,89,261,0.341,442,620,0.713,71,196,267,328,144,5,230,162,1989,Allen Iverson,"$9,000,000"
452,1999-00,00,1610612760,SEA,28.0,79,75,2849.0,514,1129,0.455,2,8,0.25,281,412,0.682,227,378,605,148,47,66,213,288,1311,Vin Baker,"$9,000,000"
358,1999-00,00,1610612756,PHX,28.0,60,60,2253.0,378,798,0.474,33,102,0.324,226,286,0.79,91,256,347,315,94,38,153,164,1015,Anfernee Hardaway,"$9,000,000"
951,1999-00,00,1610612749,MIL,24.0,82,82,3070.0,642,1411,0.455,172,407,0.423,353,398,0.887,83,276,359,308,110,19,183,187,1809,Ray Allen,"$9,000,000"
977,1999-00,00,1610612747,LAL,21.0,66,62,2524.0,554,1183,0.468,46,144,0.319,331,403,0.821,108,308,416,323,106,62,182,220,1485,Kobe Bryant,"$9,000,000"
950,1999-00,00,1610612751,NJN,23.0,74,74,2881.0,569,1317,0.432,66,233,0.283,436,536,0.813,61,179,240,622,112,15,270,195,1640,Stephon Marbury,"$9,000,000"
124,1999-00,00,1610612758,SAC,32.0,82,81,2374.0,384,764,0.503,7,26,0.269,230,333,0.691,174,482,656,244,103,103,190,251,1005,Vlade Divac,"$8,837,000"
735,1999-00,00,1610612763,VAN,27.0,69,67,1773.0,252,562,0.448,0,4,0.0,107,165,0.648,126,264,390,82,33,38,119,245,611,Bryant Reeves,"$8,666,000"
339,1999-00,00,1610612756,PHX,30.0,54,54,1767.0,310,645,0.481,1,8,0.125,117,151,0.775,141,284,425,124,80,31,106,152,738,Tom Gugliotta,"$8,558,000"
89,1999-00,00,1610612743,DEN,28.0,79,79,2950.0,473,1213,0.39,133,401,0.332,196,240,0.817,34,277,311,714,68,11,221,148,1275,Nick Van Exel,"$8,354,000"
