PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,Name,Salary
708,2008-09,00,1610612738,BOS,33.0,57,57.0,1772.0,393,740,0.531,2.0,8.0,0.25,111,132,0.841,78,407,485,144,63,68,90.0,128,899,Kevin Garnett,"$24,751,934"
467,2008-09,00,1610612742,DAL,36.0,81,81.0,2886.0,257,618,0.416,131.0,323.0,0.406,86,105,0.819,85,415,500,702,160,39,185.0,168,731,Jason Kidd,"$21,372,000"
977,2008-09,00,1610612747,LAL,30.0,82,82.0,2960.0,800,1712,0.467,118.0,336.0,0.351,483,564,0.856,90,339,429,399,120,37,210.0,189,2201,Kobe Bryant,"$21,262,500"
406,2008-09,00,1610612756,PHX,37.0,75,75.0,2252.0,512,841,0.609,0.0,1.0,0.0,309,519,0.595,187,446,633,126,49,108,168.0,253,1333,Shaquille O'Neal,"$21,000,000"
950,2008-09,00,1610612738,BOS,32.0,23,4.0,414.0,38,111,0.342,6.0,25.0,0.24,6,13,0.462,2,26,28,75,10,3,37.0,34,88,Stephon Marbury,"$20,840,625"
1495,2008-09,00,1610612759,SAS,33.0,75,75.0,2523.0,558,1107,0.504,0.0,2.0,0.0,334,483,0.692,201,599,800,264,38,126,165.0,173,1450,Tim Duncan,"$20,598,704"
1503,2008-09,00,1610612745,HOU,30.0,35,35.0,1181.0,188,485,0.388,44.0,117.0,0.376,125,156,0.801,20,134,154,175,42,15,69.0,38,545,Tracy McGrady,"$20,370,437"
951,2008-09,00,1610612738,BOS,33.0,79,79.0,2876.0,499,1040,0.48,199.0,486.0,0.409,237,249,0.952,66,212,278,218,69,13,134.0,157,1434,Ray Allen,"$18,388,430"
1717,2008-09,00,1610612742,DAL,31.0,81,81.0,3050.0,774,1616,0.479,61.0,170.0,0.359,485,545,0.89,88,593,681,197,61,63,157.0,176,2094,Dirk Nowitzki,"$18,077,904"
1718,2008-09,00,1610612738,BOS,31.0,81,81.0,3035.0,540,1181,0.457,119.0,304.0,0.391,459,553,0.83,56,401,457,294,80,27,228.0,215,1658,Paul Pierce,"$18,077,903"
1740,2008-09,00,1610612753,ORL,29.0,79,79.0,2859.0,478,1089,0.439,220.0,554.0,0.397,225,269,0.836,92,361,453,205,81,51,158.0,194,1401,Rashard Lewis,"$16,447,871"
2072,2008-09,00,1610612749,MIL,29.0,33,32.0,1203.0,249,547,0.455,70.0,191.0,0.366,131,161,0.814,24,83,107,88,35,2,53.0,45,699,Michael Redd,"$15,780,000"
2200,2008-09,00,1610612747,LAL,28.0,81,81.0,2999.0,592,1045,0.567,1.0,2.0,0.5,343,439,0.781,262,518,780,284,52,81,157.0,172,1528,Pau Gasol,"$15,106,000"
1905,2008-09,00,1610612762,UTA,28.0,67,10.0,1831.0,256,570,0.449,20.0,73.0,0.274,244,311,0.785,84,235,319,175,83,77,121.0,127,776,Andrei Kirilenko,"$15,106,000"
2405,2008-09,00,1610612756,PHX,26.0,53,53.0,1948.0,404,749,0.539,3.0,7.0,0.429,323,387,0.835,116,314,430,104,49,57,150.0,163,1134,Amar'e Stoudemire,"$15,070,550"
2397,2008-09,00,1610612745,HOU,28.0,77,77.0,2589.0,566,1032,0.548,1.0,1.0,1.0,381,440,0.866,204,557,761,137,30,150,234.0,257,1514,Yao Ming,"$15,070,550"
1710,2008-09,00,1610612737,ATL,31.0,79,79.0,2740.0,437,1005,0.435,167.0,428.0,0.39,135,171,0.789,38,240,278,392,98,11,128.0,145,1176,Mike Bibby,"$14,983,603"
1713,2008-09,00,1610612751,NJN,32.0,80,80.0,2946.0,588,1345,0.437,151.0,392.0,0.385,335,410,0.817,74,336,410,376,82,38,166.0,234,1662,Vince Carter,"$14,724,125"
2240,2008-09,00,1610612764,WAS,27.0,2,2.0,63.0,6,23,0.261,2.0,7.0,0.286,12,16,0.75,1,8,9,20,0,1,1.0,4,26,Gilbert Arenas,"$14,653,466"
1112,2008-09,00,1610612739,CLE,34.0,56,53.0,1314.0,69,155,0.445,0.0,0.0,0.0,27,64,0.422,136,226,362,44,48,75,34.0,82,165,Ben Wallace,"$14,500,000"
2030,2008-09,00,1610612743,DEN,31.0,66,66.0,2111.0,318,648,0.491,14.0,38.0,0.368,119,197,0.604,81,314,395,132,96,74,104.0,201,769,Kenyon Martin,"$14,431,816"
2548,2008-09,00,1610612748,MIA,27.0,79,79.0,3048.0,854,1739,0.491,88.0,278.0,0.317,590,771,0.765,89,309,398,589,173,106,272.0,178,2386,Dwyane Wade,"$14,410,581"
2547,2008-09,00,1610612761,TOR,25.0,77,77.0,2928.0,615,1263,0.487,12.0,49.0,0.245,504,617,0.817,215,556,771,191,67,77,174.0,189,1746,Chris Bosh,"$14,410,581"
2546,2008-09,00,1610612743,DEN,25.0,66,66.0,2277.0,535,1207,0.443,63.0,170.0,0.371,371,468,0.793,106,344,450,222,75,24,199.0,195,1504,Carmelo Anthony,"$14,410,581"
2544,2008-09,00,1610612739,CLE,24.0,81,81.0,3054.0,789,1613,0.489,132.0,384.0,0.344,594,762,0.78,106,507,613,587,137,93,241.0,139,2304,LeBron James,"$14,410,581"
2207,2008-09,00,1610612737,ATL,28.0,79,79.0,3124.0,620,1420,0.437,149.0,414.0,0.36,299,362,0.826,65,281,346,455,84,19,195.0,176,1688,Joe Johnson,"$14,232,567"
1885,2008-09,00,1610612747,LAL,29.0,78,32.0,2316.0,346,703,0.492,33.0,103.0,0.32,160,257,0.623,176,461,637,204,77,98,138.0,235,885,Lamar Odom,"$14,148,596"
739,2008-09,00,1610612765,DET,34.0,66,63.0,2123.0,302,720,0.419,113.0,319.0,0.354,78,101,0.772,56,434,490,91,62,86,59.0,197,795,Rasheed Wallace,"$13,930,000"
1887,2008-09,00,1610612739,CLE,32.0,74,5.0,1527.0,179,398,0.45,69.0,168.0,0.411,90,106,0.849,43,189,232,82,28,10,55.0,130,517,Wally Szczerbiak,"$13,775,000"
2730,2008-09,00,1610612753,ORL,23.0,79,79.0,2821.0,560,979,0.572,0.0,2.0,0.0,504,849,0.594,336,757,1093,112,77,231,240.0,270,1624,Dwight Howard,"$13,758,000"
1882,2008-09,00,1610612755,PHI,30.0,29,23.0,920.0,163,365,0.447,0.0,0.0,0.0,73,108,0.676,77,177,254,37,17,45,68.0,78,399,Elton Brand,"$13,757,844"
2210,2008-09,00,1610612749,MIL,29.0,82,82.0,2939.0,537,1222,0.439,116.0,292.0,0.397,417,518,0.805,57,317,374,199,66,14,165.0,252,1607,Richard Jefferson,"$13,200,000"
