PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
708,Kevin,Garnett,Kevin Garnett,"Garnett, Kevin",K. Garnett,kevin-garnett,1976-05-19T00:00:00,Farragut Academy HS (IL),USA,Farragut Academy HS (IL)/USA,6-11,240,22,21,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,kevin_garnett,1995,2015,N,Y,Y,1995,1,5,Y
406,Shaquille,O'Neal,Shaquille O'Neal,"O'Neal, Shaquille",S. O'Neal,shaquille-oneal,1972-03-06T00:00:00,Louisiana State,USA,Louisiana State/USA,7-1,325,19,34,Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,shaquille_o'neal,1992,2010,N,Y,Y,1992,1,1,Y
297,Alonzo,Mourning,Alonzo Mourning,"Mourning, Alonzo",A. Mourning,alonzo-mourning,1970-02-08T00:00:00,Georgetown,USA,Georgetown/USA,6-10,261,16,33,Center,Inactive,N,1610612748,Heat,MIA,heat,Miami,alonzo_mourning,1992,2007,N,Y,Y,1992,1,2,N
165,Hakeem,Olajuwon,Hakeem Olajuwon,"Olajuwon, Hakeem",H. Olajuwon,hakeem-olajuwon,1963-01-21T00:00:00,Houston,Nigeria,Houston/Nigeria,7-0,255,19,34,Center,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,hakeem_olajuwon,1984,2002,N,Y,Y,1984,1,1,Y
252,Karl,Malone,Karl Malone,"Malone, Karl",K. Malone,karl-malone,1963-07-24T00:00:00,Louisiana Tech,USA,Louisiana Tech/USA,6-9,259,20,32,Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,karl_malone,1985,2003,N,Y,Y,1985,1,13,Y
121,Patrick,Ewing,Patrick Ewing,"Ewing, Patrick",P. Ewing,patrick-ewing,1962-08-05T00:00:00,Georgetown,Jamaica,Georgetown/Jamaica,7-0,255,17,33,Center,Inactive,N,1610612752,Knicks,NYK,knicks,New York,patrick_ewing,1985,2001,N,Y,Y,1985,1,1,Y
764,David,Robinson,David Robinson,"Robinson, David",D. Robinson,david-robinson,1965-08-06T00:00:00,Navy,USA,Navy/USA,7-1,250,14,50,Center,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,david_robinson,1989,2002,N,Y,Y,1987,1,1,Y
937,Scottie,Pippen,Scottie Pippen,"Pippen, Scottie",S. Pippen,scottie-pippen,1965-09-25T00:00:00,Central Arkansas,USA,Central Arkansas/USA,6-8,228,18,33,Forward-Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,scottie_pippen,1987,2003,N,Y,Y,1987,1,5,Y
739,Rasheed,Wallace,Rasheed Wallace,"Wallace, Rasheed",R. Wallace,rasheed-wallace,1974-09-17T00:00:00,North Carolina,USA,North Carolina/USA,6-11,230,16,,Forward-Center,Inactive,N,0,,,,,rasheed_wallace,1995,2012,N,Y,Y,1995,1,4,N
913,Larry,Johnson,Larry Johnson,"Johnson, Larry",L. Johnson,larry-johnson,1969-03-14T00:00:00,UNLV,USA,UNLV/USA,6-7,235,10,2,Forward,Inactive,N,1610612766,Hornets,CHH,hornets,Charlotte,larry_johnson,1991,2000,N,Y,Y,1991,1,1,N
56,Gary,Payton,Gary Payton,"Payton, Gary",G. Payton,gary-payton,1968-07-23T00:00:00,Oregon State,USA,Oregon State/USA,6-4,190,18,20,Guard,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,gary_payton,1990,2006,N,Y,Y,1990,1,2,Y
896,Tim,Hardaway,Tim Hardaway,"Hardaway, Tim",T. Hardaway,tim-hardaway,1966-09-01T00:00:00,Texas-El Paso,USA,Texas-El Paso/USA,6-0,195,14,10,Guard,Inactive,N,0,,,,,tim_hardaway,1989,2002,N,Y,Y,1989,1,14,N
185,Chris,Webber,Chris Webber,"Webber, Chris",C. Webber,chris-webber,1973-03-01T00:00:00,Michigan,USA,Michigan/USA,6-10,245,15,4,Forward-Center,Inactive,N,0,,,,,chris_webber,1993,2007,N,Y,Y,1993,1,1,N
431,Shawn,Kemp,Shawn Kemp,"Kemp, Shawn",S. Kemp,shawn-kemp,1969-11-26T00:00:00,Concord HS (IN),USA,Concord HS (IN)/USA,6-10,280,15,40,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,shawn_kemp,1989,2002,N,Y,Y,1989,1,17,N
757,Damon,Stoudamire,Damon Stoudamire,"Stoudamire, Damon",D. Stoudamire,damon-stoudamire,1973-09-03T00:00:00,Arizona,USA,Arizona/USA,5-10,171,14,3,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,damon_stoudamire,1995,2007,N,Y,Y,1995,1,7,N
304,John,Stockton,John Stockton,"Stockton, John",J. Stockton,john-stockton,1962-03-26T00:00:00,Gonzaga,USA,Gonzaga/USA,6-1,175,19,12,Guard,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,john_stockton,1984,2002,N,Y,Y,1984,1,16,Y
686,Antonio,McDyess,Antonio McDyess,"McDyess, Antonio",A. McDyess,antonio-mcdyess,1974-09-07T00:00:00,Alabama,USA,Alabama/USA,6-9,245,16,34,Forward-Center,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,antonio_mcdyess,1995,2010,N,Y,Y,1995,1,2,N
397,Reggie,Miller,Reggie Miller,"Miller, Reggie",R. Miller,reggie-miller,1965-08-24T00:00:00,UCLA,USA,UCLA/USA,6-7,195,19,31,Guard,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,reggie_miller,1987,2004,N,Y,Y,1987,1,11,Y
717,Arvydas,Sabonis,Arvydas Sabonis,"Sabonis, Arvydas",A. Sabonis,arvydas-sabonis,1964-12-19T00:00:00,Real Madrid,Lithuania,Real Madrid/Lithuania,7-3,292,8,11,Center,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,arvydas_sabonis,1995,2002,N,Y,Y,1986,1,24,N
980,Zydrunas,Ilgauskas,Zydrunas Ilgauskas,"Ilgauskas, Zydrunas",Z. Ilgauskas,zydrunas-ilgauskas,1975-06-05T00:00:00,Atletas Kaunas,Lithuania,Atletas Kaunas/Lithuania,7-3,260,14,11,Center,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,zydrunas_ilgauskas,1997,2010,N,Y,Y,1996,1,20,N
358,Anfernee,Hardaway,Anfernee Hardaway,"Hardaway, Anfernee",A. Hardaway,anfernee-hardaway,1971-07-18T00:00:00,Memphis,USA,Memphis/USA,6-7,215,14,,Forward,Inactive,N,0,,,,,anfernee_hardaway,1993,2007,N,Y,Y,1993,1,3,N
950,Stephon,Marbury,Stephon Marbury,"Marbury, Stephon",S. Marbury,stephon-marbury,1977-02-20T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-2,205,14,8,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,stephon_marbury,1996,2008,N,Y,Y,1996,1,4,N
952,Antoine,Walker,Antoine Walker,"Walker, Antoine",A. Walker,antoine-walker,1976-08-12T00:00:00,Kentucky,USA,Kentucky/USA,6-9,245,13,24,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,antoine_walker,1996,2007,Y,Y,Y,1996,1,6,N
949,Shareef,Abdur-Rahim,Shareef Abdur-Rahim,"Abdur-Rahim, Shareef",S. Abdur-Rahim,shareef-abdur-rahim,1976-12-11T00:00:00,California,USA,California/USA,6-9,245,13,3,Forward,Inactive,N,1610612763,Grizzlies,VAN,grizzlies,Vancouver,shareef_abdur-rahim,1996,2007,N,Y,Y,1996,1,3,N
947,Allen,Iverson,Allen Iverson,"Iverson, Allen",A. Iverson,allen-iverson,1975-06-07T00:00:00,Georgetown,USA,Georgetown/USA,6-0,165,15,3,Guard,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,allen_iverson,1996,2009,N,Y,Y,1996,1,1,Y
84,Latrell,Sprewell,Latrell Sprewell,"Sprewell, Latrell",L. Sprewell,latrell-sprewell,1970-09-08T00:00:00,Alabama,USA,Alabama/USA,6-5,195,14,8,Guard,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,latrell_sprewell,1992,2004,N,Y,Y,1992,1,24,N
