PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
977,Kobe,Bryant,Kobe Bryant,"Bryant, Kobe",K. Bryant,kobe-bryant,1978-08-23T00:00:00,Lower Merion HS (PA),USA,Lower Merion HS (PA)/USA,6-6,212,20,24,Forward-Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,kobe_bryant,1996,2015,N,Y,Y,1996,1,13,Y
979,Jermaine,O'Neal,Jermaine O'Neal,"O'Neal, Jermaine",J. O'Neal,jermaine-oneal,1978-10-13T00:00:00,Eau Claire HS (SC),USA,Eau Claire HS (SC)/USA,6-11,255,18,7,Center-Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,jermaine_o'neal,1996,2013,N,Y,Y,1996,1,17,N
1495,Tim,Duncan,Tim Duncan,"Duncan, Tim",T. Duncan,tim-duncan,1976-04-25T00:00:00,Wake Forest,US Virgin Islands,Wake Forest/US Virgin Islands,6-11,250,20,21,Center-Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,tim_duncan,1997,2015,N,Y,Y,1997,1,1,Y
406,Shaquille,O'Neal,Shaquille O'Neal,"O'Neal, Shaquille",S. O'Neal,shaquille-oneal,1972-03-06T00:00:00,Louisiana State,USA,Louisiana State/USA,7-1,325,19,34,Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,shaquille_o'neal,1992,2010,N,Y,Y,1992,1,1,Y
1717,Dirk,Nowitzki,Dirk Nowitzki,"Nowitzki, Dirk",D. Nowitzki,dirk-nowitzki,1978-06-19T00:00:00,DJK Wurzburg,Germany,DJK Wurzburg/Germany,7-0,245,22,41,Forward,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,dirk_nowitzki,1998,2018,N,Y,Y,1998,1,9,Y
1718,Paul,Pierce,Paul Pierce,"Pierce, Paul",P. Pierce,paul-pierce,1977-10-13T00:00:00,Kansas,USA,Kansas/USA,6-7,235,20,34,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,paul_pierce,1998,2016,N,Y,Y,1998,1,10,Y
951,Ray,Allen,Ray Allen,"Allen, Ray",R. Allen,ray-allen,1975-07-20T00:00:00,Connecticut,USA,Connecticut/USA,6-5,205,18,34,Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,ray_allen,1996,2013,N,Y,Y,1996,1,5,Y
1740,Rashard,Lewis,Rashard Lewis,"Lewis, Rashard",R. Lewis,rashard-lewis,1979-08-08T00:00:00,Elsik HS (TX),USA,Elsik HS (TX)/USA,6-10,235,16,9,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,rashard_lewis,1998,2013,N,Y,Y,1998,2,32,N
2072,Michael,Redd,Michael Redd,"Redd, Michael",M. Redd,michael-redd,1979-08-24T00:00:00,Ohio State,USA,Ohio State/USA,6-6,215,13,22,Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,michael_redd,2000,2011,N,Y,Y,2000,2,43,N
2200,Pau,Gasol,Pau Gasol,"Gasol, Pau",P. Gasol,pau-gasol,1980-07-06T00:00:00,FC Barcelona,Spain,FC Barcelona/Germany,7-0,250,19,16,Center-Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,pau_gasol,2001,2018,N,Y,Y,2001,1,3,N
1905,Andrei,Kirilenko,Andrei Kirilenko,"Kirilenko, Andrei",A. Kirilenko,andrei-kirilenko,1981-02-18T00:00:00,CSKA Moscow,Russia,CSKA Moscow/Russia,6-9,235,13,,Forward,Inactive,N,0,,,,,andrei_kirilenko,2001,2014,N,Y,Y,1999,1,24,N
708,Kevin,Garnett,Kevin Garnett,"Garnett, Kevin",K. Garnett,kevin-garnett,1976-05-19T00:00:00,Farragut Academy HS (IL),USA,Farragut Academy HS (IL)/USA,6-11,240,22,21,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,kevin_garnett,1995,2015,N,Y,Y,1995,1,5,Y
2405,Amar'e,Stoudemire,Amar'e Stoudemire,"Stoudemire, Amar'e",A. Stoudemire,amare-stoudemire,1982-11-16T00:00:00,Cypress Creek HS (FL),USA,Cypress Creek HS (FL)/USA,6-10,245,15,5,Forward-Center,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,amar'e_stoudemire,2002,2015,N,Y,Y,2002,1,9,N
2240,Gilbert,Arenas,Gilbert Arenas,"Arenas, Gilbert",G. Arenas,gilbert-arenas,1982-01-06T00:00:00,Arizona,USA,Arizona/USA,6-4,215,12,10,Guard,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,gilbert_arenas,2001,2011,N,Y,Y,2001,2,30,N
1713,Vince,Carter,Vince Carter,"Carter, Vince",V. Carter,vince-carter,1977-01-26T00:00:00,North Carolina,USA,North Carolina/USA,6-6,220,23,15,Guard-Forward,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,vince_carter,1998,2019,N,Y,Y,1998,1,5,N
2216,Zach,Randolph,Zach Randolph,"Randolph, Zach",Z. Randolph,zach-randolph,1981-07-16T00:00:00,Michigan State,USA,Michigan State/USA,6-9,250,18,50,Forward,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,zach_randolph,2001,2017,N,Y,Y,2001,1,19,N
2030,Kenyon,Martin,Kenyon Martin,"Martin, Kenyon",K. Martin,kenyon-martin,1977-12-30T00:00:00,Cincinnati,USA,Cincinnati/USA,6-9,225,15,,Forward,Inactive,N,0,,,,,kenyon_martin,2000,2014,N,Y,Y,2000,1,1,N
2548,Dwyane,Wade,Dwyane Wade,"Wade, Dwyane",D. Wade,dwyane-wade,1982-01-17T00:00:00,Marquette,USA,Marquette/USA,6-4,220,17,3,Guard,Inactive,N,1610612748,Heat,MIA,heat,Miami,dwyane_wade,2003,2018,N,Y,Y,2003,1,5,Y
2547,Chris,Bosh,Chris Bosh,"Bosh, Chris",C. Bosh,chris-bosh,1984-03-24T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-11,235,14,1,Forward,Inactive,N,1610612748,Heat,MIA,heat,Miami,chris_bosh,2003,2016,N,Y,Y,2003,1,4,N
2546,Carmelo,Anthony,Carmelo Anthony,"Anthony, Carmelo",C. Anthony,carmelo-anthony,1984-05-29T00:00:00,Syracuse,USA,Syracuse/USA,6-7,238,20,7,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,carmelo_anthony,2003,2021,N,Y,Y,2003,1,3,Y
2544,LeBron,James,LeBron James,"James, LeBron",L. James,lebron-james,1984-12-30T00:00:00,St. Vincent-St. Mary HS (OH),USA,St. Vincent-St. Mary HS (OH)/USA,6-9,250,20,23,Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,lebron_james,2003,2023,N,Y,Y,2003,1,1,Y
2730,Dwight,Howard,Dwight Howard,"Howard, Dwight",D. Howard,dwight-howard,1985-12-08T00:00:00,SW Atlanta Christian Academy (GA),USA,SW Atlanta Christian Academy (GA)/USA,6-10,265,19,39,Center-Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,dwight_howard,2004,2021,N,Y,Y,2004,1,1,N
2207,Joe,Johnson,Joe Johnson,"Johnson, Joe",J. Johnson,joe-johnson,1981-06-29T00:00:00,Arkansas,USA,Arkansas/USA,6-7,240,18,,Guard-Forward,Inactive,N,0,,,,,joe_johnson,2001,2021,N,Y,Y,2001,1,10,N
1882,Elton,Brand,Elton Brand,"Brand, Elton",E. Brand,elton-brand,1979-03-11T00:00:00,Duke,USA,Duke/USA,6-9,254,18,42,Forward,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,elton_brand,1999,2015,N,Y,Y,1999,1,1,N
2210,Richard,Jefferson,Richard Jefferson,"Jefferson, Richard",R. Jefferson,richard-jefferson,1980-06-21T00:00:00,Arizona,USA,Arizona/USA,6-7,233,18,22,Forward,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,richard_jefferson,2001,2017,N,Y,Y,2001,1,13,N
101108,Chris,Paul,Chris Paul,"Paul, Chris",C. Paul,chris-paul,1985-05-06T00:00:00,Wake Forest,USA,Wake Forest/USA,6-0,175,18,3,Guard,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,chris_paul,2005,2023,N,Y,Y,2005,1,4,Y
101114,Deron,Williams,Deron Williams,"Williams, Deron",D. Williams,deron-williams,1984-06-26T00:00:00,Illinois,USA,Illinois/USA,6-3,200,13,31,Guard,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,deron_williams,2005,2016,N,Y,Y,2005,1,3,N
978,Peja,Stojakovic,Peja Stojakovic,"Stojakovic, Peja",P. Stojakovic,peja-stojakovic,1977-06-09T00:00:00,PAOK,Serbia,PAOK/Serbia,6-10,229,14,16,Forward,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,peja_stojakovic,1998,2010,N,Y,Y,1996,1,14,N
2202,Jason,Richardson,Jason Richardson,"Richardson, Jason",J. Richardson,jason-richardson,1981-01-20T00:00:00,Michigan State,USA,Michigan State/USA,6-6,225,14,23,Guard,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,jason_richardson,2001,2014,N,Y,Y,2001,1,5,N
959,Steve,Nash,Steve Nash,"Nash, Steve",S. Nash,steve-nash,1974-02-07T00:00:00,Santa Clara,Canada,Santa Clara/Canada,6-3,178,19,10,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,steve_nash,1996,2013,N,Y,Y,1996,1,15,Y
2225,Tony,Parker,Tony Parker,"Parker, Tony",T. Parker,tony-parker,1982-05-17T00:00:00,Paris Basket Racing,France,Paris Basket Racing/France,6-2,185,19,9,Guard,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,tony_parker,2001,2018,N,Y,Y,2001,1,28,N
101115,Andrew,Bynum,Andrew Bynum,"Bynum, Andrew",A. Bynum,andrew-bynum,1987-10-27T00:00:00,St. Joseph HS (NJ),USA,St. Joseph HS (NJ)/USA,7-0,285,8,17,Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,andrew_bynum,2005,2013,N,Y,Y,2005,1,10,N
2430,Carlos,Boozer,Carlos Boozer,"Boozer, Carlos",C. Boozer,carlos-boozer,1981-11-20T00:00:00,Duke,USA,Duke/USA,6-9,258,13,5,Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,carlos_boozer,2002,2014,N,Y,Y,2002,2,34,N
1802,Brad,Miller,Brad Miller,"Miller, Brad",B. Miller,brad-miller,1976-04-12T00:00:00,Purdue,USA,Purdue/USA,7-0,261,15,52,Center-Forward,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,brad_miller,1998,2011,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2738,Andre,Iguodala,Andre Iguodala,"Iguodala, Andre",A. Iguodala,andre-iguodala,1984-01-28T00:00:00,Arizona,USA,Arizona/USA,6-6,215,20,9,Guard-Forward,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,andre_iguodala,2004,2022,N,Y,Y,2004,1,9,N
956,Erick,Dampier,Erick Dampier,"Dampier, Erick",E. Dampier,erick-dampier,1975-07-14T00:00:00,Mississippi State,USA,Mississippi State/USA,6-11,265,17,25,Center,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,erick_dampier,1996,2011,N,Y,Y,1996,1,10,N
1884,Baron,Davis,Baron Davis,"Davis, Baron",B. Davis,baron-davis,1979-04-13T00:00:00,UCLA,USA,UCLA/USA,6-3,212,14,85,Guard,Inactive,N,1610612766,Hornets,CHH,hornets,Charlotte,baron_davis,1999,2011,Y,Y,Y,1999,1,3,N
1497,Chauncey,Billups,Chauncey Billups,"Billups, Chauncey",C. Billups,chauncey-billups,1976-09-25T00:00:00,Colorado,USA,Colorado/USA,6-3,210,17,1,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,chauncey_billups,1997,2013,N,Y,Y,1997,1,3,N
2223,Samuel,Dalembert,Samuel Dalembert,"Dalembert, Samuel",S. Dalembert,samuel-dalembert,1980-05-10T00:00:00,Seton Hall,Haiti,Seton Hall/Haiti,6-11,255,14,,Center,Inactive,N,0,,,,,samuel_dalembert,2001,2014,N,Y,Y,2001,1,26,N
2744,Al,Jefferson,Al Jefferson,"Jefferson, Al",A. Jefferson,al-jefferson,1985-01-04T00:00:00,No College,USA,Prentiss HS (MS)/USA,6-10,280,14,25,Center,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,al_jefferson,2004,2017,N,Y,Y,2004,1,15,N
