PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
708,Kevin,Garnett,Kevin Garnett,"Garnett, Kevin",K. Garnett,kevin-garnett,1976-05-19T00:00:00,Farragut Academy HS (IL),USA,Farragut Academy HS (IL)/USA,6-11,240,22,21,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,kevin_garnett,1995,2015,N,Y,Y,1995,1,5,Y
406,Shaquille,O'Neal,Shaquille O'Neal,"O'Neal, Shaquille",S. O'Neal,shaquille-oneal,1972-03-06T00:00:00,Louisiana State,USA,Louisiana State/USA,7-1,325,19,34,Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,shaquille_o'neal,1992,2010,N,Y,Y,1992,1,1,Y
87,Dikembe,Mutombo,Dikembe Mutombo,"Mutombo, Dikembe",D. Mutombo,dikembe-mutombo,1966-06-25T00:00:00,Georgetown,Congo,Georgetown/Congo,7-2,260,19,55,Center,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,dikembe_mutombo,1991,2008,N,Y,Y,1991,1,4,N
275,Allan,Houston,Allan Houston,"Houston, Allan",A. Houston,allan-houston,1971-04-20T00:00:00,Tennessee,USA,Tennessee/USA,6-6,205,13,,Guard,Inactive,N,0,,,,,allan_houston,1993,2004,N,Y,Y,1993,1,11,N
185,Chris,Webber,Chris Webber,"Webber, Chris",C. Webber,chris-webber,1973-03-01T00:00:00,Michigan,USA,Michigan/USA,6-10,245,15,4,Forward-Center,Inactive,N,0,,,,,chris_webber,1993,2007,N,Y,Y,1993,1,1,N
757,Damon,Stoudamire,Damon Stoudamire,"Stoudamire, Damon",D. Stoudamire,damon-stoudamire,1973-09-03T00:00:00,Arizona,USA,Arizona/USA,5-10,171,14,3,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,damon_stoudamire,1995,2007,N,Y,Y,1995,1,7,N
952,Antoine,Walker,Antoine Walker,"Walker, Antoine",A. Walker,antoine-walker,1976-08-12T00:00:00,Kentucky,USA,Kentucky/USA,6-9,245,13,24,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,antoine_walker,1996,2007,Y,Y,Y,1996,1,6,N
947,Allen,Iverson,Allen Iverson,"Iverson, Allen",A. Iverson,allen-iverson,1975-06-07T00:00:00,Georgetown,USA,Georgetown/USA,6-0,165,15,3,Guard,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,allen_iverson,1996,2009,N,Y,Y,1996,1,1,Y
84,Latrell,Sprewell,Latrell Sprewell,"Sprewell, Latrell",L. Sprewell,latrell-sprewell,1970-09-08T00:00:00,Alabama,USA,Alabama/USA,6-5,195,14,8,Guard,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,latrell_sprewell,1992,2004,N,Y,Y,1992,1,24,N
980,Zydrunas,Ilgauskas,Zydrunas Ilgauskas,"Ilgauskas, Zydrunas",Z. Ilgauskas,zydrunas-ilgauskas,1975-06-05T00:00:00,Atletas Kaunas,Lithuania,Atletas Kaunas/Lithuania,7-3,260,14,11,Center,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,zydrunas_ilgauskas,1997,2010,N,Y,Y,1996,1,20,N
951,Ray,Allen,Ray Allen,"Allen, Ray",R. Allen,ray-allen,1975-07-20T00:00:00,Connecticut,USA,Connecticut/USA,6-5,205,18,34,Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,ray_allen,1996,2013,N,Y,Y,1996,1,5,Y
977,Kobe,Bryant,Kobe Bryant,"Bryant, Kobe",K. Bryant,kobe-bryant,1978-08-23T00:00:00,Lower Merion HS (PA),USA,Lower Merion HS (PA)/USA,6-6,212,20,24,Forward-Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,kobe_bryant,1996,2015,N,Y,Y,1996,1,13,Y
714,Michael,Finley,Michael Finley,"Finley, Michael",M. Finley,michael-finley,1973-03-06T00:00:00,Wisconsin,USA,Wisconsin/USA,6-7,225,16,40,Guard-Forward,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,michael_finley,1995,2009,N,Y,Y,1995,1,21,N
1503,Tracy,McGrady,Tracy McGrady,"McGrady, Tracy",T. McGrady,tracy-mcgrady,1979-05-24T00:00:00,Mount Zion Christian Academy (NC),USA,Mount Zion Christian Academy (NC)/USA,6-8,225,17,1,Guard-Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,tracy_mcgrady,1997,2012,N,Y,Y,1997,1,9,N
1495,Tim,Duncan,Tim Duncan,"Duncan, Tim",T. Duncan,tim-duncan,1976-04-25T00:00:00,Wake Forest,US Virgin Islands,Wake Forest/US Virgin Islands,6-11,250,20,21,Center-Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,tim_duncan,1997,2015,N,Y,Y,1997,1,1,Y
224,Eddie,Jones,Eddie Jones,"Jones, Eddie",E. Jones,eddie-jones,1971-10-20T00:00:00,Temple,USA,Temple/USA,6-6,200,15,6,Guard-Forward,Inactive,N,1610612748,Heat,MIA,heat,Miami,eddie_jones,1994,2007,N,Y,Y,1994,1,10,N
258,Brian,Grant,Brian Grant,"Grant, Brian",B. Grant,brian-grant,1972-03-05T00:00:00,Xavier,USA,Xavier/USA,6-9,254,13,55,Forward-Center,Inactive,N,1610612748,Heat,MIA,heat,Miami,brian_grant,1994,2005,N,Y,Y,1994,1,8,N
124,Vlade,Divac,Vlade Divac,"Divac, Vlade",V. Divac,vlade-divac,1968-02-03T00:00:00,Partizan,Serbia,Partizan/Serbia,7-1,260,17,21,Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,vlade_divac,1989,2004,N,Y,Y,1989,1,26,N
1713,Vince,Carter,Vince Carter,"Carter, Vince",V. Carter,vince-carter,1977-01-26T00:00:00,North Carolina,USA,North Carolina/USA,6-6,220,23,15,Guard-Forward,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,vince_carter,1998,2019,N,Y,Y,1998,1,5,N
467,Jason,Kidd,Jason Kidd,"Kidd, Jason",J. Kidd,jason-kidd,1973-03-23T00:00:00,California,USA,California/USA,6-4,210,19,5,Guard,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,jason_kidd,1994,2012,N,Y,Y,1994,1,2,Y
89,Nick,Van Exel,Nick Van Exel,"Van Exel, Nick",N. Van Exel,nick-van-exel,1971-11-27T00:00:00,Cincinnati,USA,Cincinnati/USA,6-1,190,13,31,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,nick_van exel,1993,2005,N,Y,Y,1993,2,37,N
299,Glenn,Robinson,Glenn Robinson,"Robinson, Glenn",G. Robinson,glenn-robinson,1973-01-10T00:00:00,Purdue,USA,Purdue/USA,6-7,240,12,3,Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,glenn_robinson,1994,2004,N,Y,Y,1994,1,1,N
779,Glen,Rice,Glen Rice,"Rice, Glen",G. Rice,glen-rice,1967-05-28T00:00:00,Michigan,USA,Michigan/USA,6-8,228,15,,Forward-Guard,Inactive,N,0,,,,,glen_rice,1989,2003,N,Y,Y,1989,1,4,N
954,Kerry,Kittles,Kerry Kittles,"Kittles, Kerry",K. Kittles,kerry-kittles,1974-06-12T00:00:00,Villanova,USA,Villanova/USA,6-5,185,9,,Guard,Inactive,N,0,,,,,kerry_kittles,1996,2004,N,Y,Y,1996,1,8,N
731,Greg,Ostertag,Greg Ostertag,"Ostertag, Greg",G. Ostertag,greg-ostertag,1973-03-06T00:00:00,Kansas,USA,Kansas/USA,7-2,280,11,,Center,Inactive,N,0,,,,,greg_ostertag,1995,2005,Y,Y,Y,1995,1,28,N
469,Jamal,Mashburn,Jamal Mashburn,"Mashburn, Jamal",J. Mashburn,jamal-mashburn,1972-11-29T00:00:00,Kentucky,USA,Kentucky/USA,6-8,247,12,24,Forward,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,jamal_mashburn,1993,2003,N,Y,Y,1993,1,4,N
